* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 22:07:08
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 3 7.5 1
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 60.064 16.864
25.937 60.747 27.808
26.314 62.225 29.976
26.697 63.249 25.703
27.085 63.543 19.693
27.479 63.239 15.279
27.879 62.709 14.429
28.284 62.435 16.573
28.696 62.575 18.749
29.113 62.805 19.046
29.537 62.789 18.658
29.966 62.567 19.958
30.402 62.496 23.727
30.844 62.846 27.878
31.293 63.406 30.083
31.748 63.836 30.712
32.210 64.062 31.484
32.678 64.234 33.351
33.154 64.483 36.009
33.636 64.824 39.031
34.125 65.286 42.308
34.621 65.898 45.202
35.125 66.524 47.164
35.636 67.040 49.262
36.154 67.660 52.837
36.680 68.677 56.186
37.214 69.844 56.694
37.755 70.729 55.963
38.304 71.564 57.289
38.861 73.077 58.631
39.427 75.000 53.917
40.000 76.400 42.545
40.582 76.760 28.379
41.172 76.019 15.452
41.771 74.360 7.327
42.379 72.125 7.294
42.995 70.182 20.620
43.620 71.149 40.906
44.255 73.882 44.538
44.898 75.446 35.468
45.552 75.335 25.507
46.214 74.319 23.344
46.886 74.076 28.285
47.568 74.622 29.650
48.260 74.757 28.295
48.962 74.685 29.305
49.674 74.881 31.235
50.397 75.136 32.963
51.130 75.595 35.839
51.874 76.509 37.783
52.628 77.689 37.154
53.394 79.096 32.949
54.170 80.365 22.638
54.958 80.744 7.172
55.758 79.810 -8.594
56.569 77.833 -18.537
57.391 75.865 -20.552
58.226 74.422 -20.085
59.073 73.115 -18.484
59.932 72.164 -15.763
60.804 71.375 -14.364
61.688 70.595 -12.850
62.586 70.041 -12.533
63.496 69.354 -15.702
64.420 67.964 -21.429
65.357 65.479 -25.440
66.307 62.281 -21.665
67.272 59.405 -9.596
68.250 57.197 6.719
69.243 55.567 26.382
70.250 54.975 48.506
71.272 55.349 68.175
72.309 56.326 84.132
73.360 57.599 95.684
74.427 58.971 103.237
75.510 60.306 107.135
76.608 61.650 107.034
77.723 62.647 100.620
78.853 62.580 89.805
80.000 61.274 79.520
81.164 59.093 73.498
82.344 56.584 72.323
83.542 54.045 73.932
84.757 51.342 75.535
85.990 47.799 75.624
87.241 42.311 74.923
88.510 25.942 57.157
89.797 38.320 -118.063
91.103 43.505 -130.783
92.428 44.233 -143.923
93.773 44.111 -154.430
95.137 43.994 -178.562
96.520 45.952 156.614
97.924 50.721 133.019
99.349 55.799 113.940
100.794 59.919 94.800
102.260 62.830 77.409
103.747 64.670 61.234
105.256 65.527 47.181
106.787 65.329 35.133
108.340 64.211 30.915
109.916 63.260 32.320
111.515 61.861 36.326
113.137 59.852 60.368
114.783 63.902 88.803
116.452 68.330 83.857
118.146 70.383 64.843
119.865 70.271 47.974
121.608 69.421 32.860
123.377 67.352 17.498
125.171 64.367 7.877
126.992 60.871 -2.892
128.839 55.400 -12.117
130.713 50.296 -0.694
132.615 51.893 -7.150
134.543 55.984 -38.349
136.500 60.145 -69.775
138.486 62.400 -91.008
140.500 63.892 -104.579
142.544 64.663 -116.283
144.617 64.193 -131.612
146.721 61.785 -136.063
148.855 58.782 -138.001
151.020 53.413 -127.960
153.217 39.861 -65.766
155.445 55.776 17.216
157.706 60.496 8.281
160.000 63.608 16.344
162.327 66.639 5.878
164.688 66.147 -5.565
167.084 65.098 -4.748
169.514 62.816 0.788
171.980 62.094 28.516
174.481 63.826 33.641
177.019 63.496 42.872
179.594 64.720 49.508
182.206 64.039 36.241
184.856 60.182 36.452
187.545 57.798 53.930
190.273 55.299 47.986
193.041 37.207 99.584
195.849 51.207 160.919
198.697 51.669 160.826
