* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 19:43:29
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 1.5 -0.5 1.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 56.534 -128.120
25.937 56.272 -128.734
26.314 56.339 -130.161
26.697 56.414 -133.418
27.085 56.244 -137.494
27.479 55.813 -140.718
27.879 55.309 -142.198
28.284 54.916 -142.695
28.696 54.552 -143.579
29.113 53.920 -144.493
29.537 52.924 -142.263
29.966 52.245 -133.816
30.402 52.856 -123.938
30.844 54.209 -121.284
31.293 55.080 -125.264
31.748 55.043 -131.076
32.210 54.196 -134.560
32.678 52.955 -133.323
33.154 51.603 -127.762
33.636 49.970 -115.726
34.125 49.366 -89.021
34.621 52.206 -63.939
35.125 55.701 -56.174
35.636 58.433 -55.017
36.154 60.886 -55.408
36.680 63.258 -58.722
37.214 65.208 -65.002
37.755 66.625 -70.824
38.304 68.067 -73.647
38.861 70.220 -77.400
39.427 72.628 -87.656
40.000 74.456 -104.180
40.582 75.315 -123.686
41.172 75.128 -143.222
41.771 73.913 -160.083
42.379 71.752 -170.783
42.995 69.228 -169.020
43.620 68.769 -155.390
44.255 70.598 -152.152
44.898 71.860 -162.499
45.552 71.530 -176.376
46.214 69.791 175.569
46.886 68.159 179.446
47.568 68.090 -175.213
48.260 68.068 -176.135
48.962 67.418 -175.937
49.674 66.800 -172.051
50.397 66.295 -165.234
51.130 66.522 -152.802
51.874 68.267 -143.132
52.628 70.252 -140.592
53.394 72.345 -140.430
54.170 74.849 -146.281
54.958 76.823 -160.572
55.758 77.543 -178.597
56.569 77.087 165.556
57.391 76.117 155.039
58.226 75.232 147.875
59.073 74.340 141.960
59.932 73.468 137.763
60.804 72.710 133.867
61.688 71.838 129.948
62.586 70.914 126.716
63.496 69.871 122.313
64.420 68.025 117.440
65.357 65.028 120.133
66.307 62.685 139.535
67.272 63.108 160.625
68.250 64.567 172.412
69.243 66.146 176.853
70.250 67.209 175.955
71.272 67.562 175.192
72.309 67.883 177.037
73.360 68.419 178.680
74.427 69.034 179.585
75.510 69.696 179.198
76.608 70.265 177.642
77.723 70.755 175.354
78.853 71.169 171.533
80.000 71.121 165.798
81.164 70.362 162.507
82.344 69.634 164.989
83.542 69.621 169.232
84.757 69.950 170.453
85.990 70.006 169.770
87.241 69.800 169.380
88.510 69.369 169.930
89.797 68.766 172.204
91.103 68.115 177.234
92.428 67.574 -175.529
93.773 67.010 -162.496
95.137 68.178 -143.502
96.520 70.782 -132.601
97.924 73.562 -129.943
99.349 75.920 -133.225
100.794 77.792 -137.489
102.260 79.951 -142.709
103.747 82.267 -155.439
105.256 83.307 -176.283
106.787 82.481 165.636
108.340 81.081 156.623
109.916 80.017 152.621
111.515 79.245 151.325
113.137 78.839 149.314
114.783 78.265 148.368
116.452 78.094 149.980
118.146 78.531 146.832
119.865 78.040 139.973
121.608 77.041 137.457
123.377 75.933 139.029
125.171 75.591 144.448
126.992 75.631 147.832
128.839 76.004 149.546
130.713 76.195 149.731
132.615 76.548 149.054
134.543 76.746 147.540
136.500 76.859 146.180
138.486 77.351 145.075
140.500 78.106 138.737
142.544 77.779 126.618
144.617 76.366 118.556
146.721 74.916 115.506
148.855 73.021 117.652
151.020 72.355 122.826
153.217 71.271 125.214
155.445 70.830 135.122
157.706 71.200 134.662
160.000 70.825 137.035
162.327 70.491 134.377
164.688 68.819 133.707
167.084 66.810 148.176
169.514 67.493 166.411
171.980 69.189 179.493
174.481 72.168 -178.371
177.019 74.721 172.691
179.594 76.451 152.566
182.206 75.623 123.607
184.856 72.521 106.703
187.545 68.587 94.111
190.273 63.350 98.674
193.041 59.342 127.287
195.849 60.507 148.297
198.697 60.581 143.084
