* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 20:44:06
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 0 3 0.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 54.816 -96.986
25.937 55.591 -98.392
26.314 56.330 -101.944
26.697 56.805 -106.799
27.085 56.949 -111.417
27.479 56.879 -114.367
27.879 56.846 -115.189
28.284 57.065 -114.999
28.696 57.504 -115.477
29.113 57.949 -117.177
29.537 58.245 -119.189
29.966 58.439 -120.249
30.402 58.722 -119.922
30.844 59.276 -119.123
31.293 60.082 -119.452
31.748 60.952 -121.763
32.210 61.674 -125.793
32.678 62.113 -130.396
33.154 62.282 -134.069
33.636 62.401 -135.643
34.125 62.782 -135.797
34.621 63.451 -136.759
35.125 64.110 -139.247
35.636 64.639 -141.540
36.154 65.338 -142.508
36.680 66.460 -144.430
37.214 67.695 -149.670
37.755 68.661 -156.541
38.304 69.574 -162.207
38.861 71.081 -168.256
39.427 73.063 179.857
40.000 74.755 160.583
40.582 75.656 136.581
41.172 75.695 111.130
41.771 75.133 87.316
42.379 74.647 66.611
42.995 74.917 45.562
43.620 75.642 19.518
44.255 76.050 -10.578
44.898 75.658 -39.947
45.552 74.487 -62.005
46.214 73.696 -71.745
46.886 74.661 -78.440
47.568 76.056 -92.277
48.260 76.681 -108.308
48.962 76.762 -120.985
49.674 76.908 -130.021
50.397 77.279 -137.771
51.130 77.813 -145.029
51.874 78.522 -152.577
52.628 79.315 -160.807
53.394 80.315 -169.904
54.170 81.492 177.063
54.958 82.160 158.655
55.758 81.711 138.348
56.569 80.162 121.674
57.391 78.220 111.949
58.226 76.503 106.515
59.073 74.791 103.901
59.932 73.388 105.890
60.804 72.640 109.080
61.688 72.235 112.135
62.586 72.221 115.128
63.496 72.629 117.372
64.420 73.584 116.249
65.357 74.381 108.778
66.307 74.347 99.129
67.272 73.805 91.774
68.250 73.227 86.149
69.243 72.602 80.812
70.250 71.843 75.821
71.272 70.929 71.746
72.309 69.972 69.087
73.360 69.061 67.200
74.427 68.154 65.786
75.510 67.275 64.473
76.608 66.266 62.534
77.723 64.916 60.492
78.853 62.795 59.903
80.000 59.906 70.195
81.164 58.828 92.811
82.344 59.469 110.585
83.542 60.599 125.982
84.757 63.039 139.513
85.990 66.385 140.557
87.241 68.921 130.997
88.510 70.476 117.987
89.797 71.412 103.012
91.103 71.660 85.897
92.428 71.166 67.314
93.773 69.812 47.785
95.137 67.823 27.508
96.520 65.330 1.588
97.924 62.929 -35.415
99.349 62.943 -82.119
100.794 65.396 -117.092
102.260 68.779 -136.621
103.747 72.944 -156.183
105.256 76.010 174.412
106.787 76.808 144.163
108.340 76.194 120.772
109.916 74.945 103.135
111.515 73.372 92.016
113.137 71.700 85.657
114.783 70.586 87.888
116.452 71.332 88.419
118.146 71.672 72.865
119.865 69.400 65.520
121.608 69.445 71.970
123.377 71.007 58.311
125.171 69.783 35.587
126.992 67.199 20.617
128.839 64.280 10.738
130.713 61.559 4.190
132.615 58.118 -9.589
134.543 52.360 -17.818
136.500 45.923 -29.965
138.486 42.495 -91.215
140.500 49.505 -143.140
142.544 55.148 -166.141
144.617 59.551 164.573
146.721 60.531 135.759
148.855 60.712 104.781
151.020 59.245 55.188
153.217 56.811 -8.439
155.445 57.973 -65.827
157.706 60.372 -98.483
160.000 62.265 -122.397
162.327 62.674 -139.464
164.688 62.360 -145.545
167.084 63.186 -142.883
169.514 65.190 -147.688
171.980 65.555 -162.356
174.481 65.049 -162.738
177.019 66.248 -165.017
179.594 66.680 -178.264
182.206 65.192 175.944
184.856 63.956 172.787
187.545 62.430 -173.591
190.273 65.086 -160.857
193.041 67.548 -175.562
195.849 67.015 158.759
198.697 62.063 139.603
