* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 19:12:53
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 1.5 0 0
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 54.345 -33.009
25.937 54.688 -31.671
26.314 55.187 -34.468
26.697 55.318 -40.234
27.085 54.881 -46.455
27.479 53.927 -50.602
27.879 52.753 -50.823
28.284 51.779 -47.437
28.696 51.124 -42.728
29.113 50.512 -37.116
29.537 50.043 -27.688
29.966 50.580 -15.414
30.402 52.187 -8.226
30.844 53.720 -8.947
31.293 54.442 -13.535
31.748 54.240 -17.350
32.210 53.393 -16.067
32.678 52.731 -7.221
33.154 53.131 5.665
33.636 54.517 16.026
34.125 56.264 21.563
34.621 57.870 23.077
35.125 59.040 23.360
35.636 60.000 25.822
36.154 61.462 30.156
36.680 63.486 31.124
37.214 65.311 27.317
37.755 66.613 22.969
38.304 67.909 21.270
38.861 69.895 18.626
39.427 72.124 9.589
40.000 73.764 -5.538
40.582 74.425 -23.363
41.172 74.040 -40.789
41.771 72.637 -54.941
42.379 70.317 -61.849
42.995 67.949 -53.965
43.620 68.490 -37.336
44.255 70.847 -36.770
44.898 72.077 -48.857
45.552 71.557 -62.627
46.214 69.703 -68.454
46.886 68.444 -62.203
47.568 68.746 -58.392
48.260 68.628 -61.016
48.962 67.754 -60.752
49.674 67.062 -55.926
50.397 66.549 -49.296
51.130 66.460 -37.492
51.874 67.776 -25.929
52.628 69.554 -20.605
53.394 71.522 -17.561
54.170 74.024 -20.246
54.958 76.114 -31.784
55.758 76.999 -47.620
56.569 76.715 -61.839
57.391 75.863 -71.273
58.226 74.986 -77.317
59.073 74.041 -81.605
59.932 73.063 -83.407
60.804 72.247 -83.288
61.688 71.626 -82.070
62.586 71.259 -80.760
63.496 70.983 -80.668
64.420 70.572 -81.284
65.357 69.994 -81.383
66.307 69.382 -80.283
67.272 68.868 -78.585
68.250 68.401 -77.353
69.243 67.766 -76.741
70.250 66.819 -75.247
71.272 65.677 -71.377
72.309 64.480 -64.406
73.360 63.567 -53.712
74.427 63.157 -41.824
75.510 63.083 -29.042
76.608 63.554 -15.857
77.723 64.564 -3.947
78.853 66.021 4.354
80.000 67.220 8.100
81.164 67.797 13.302
82.344 68.805 23.134
83.542 70.747 30.983
84.757 73.079 33.029
85.990 75.181 29.103
87.241 76.672 21.692
88.510 77.548 13.596
89.797 77.951 6.178
91.103 78.060 1.235
92.428 78.418 -2.519
93.773 78.728 -8.798
95.137 78.520 -15.802
96.520 77.962 -20.827
97.924 77.331 -24.330
99.349 76.676 -26.792
100.794 76.013 -29.492
102.260 74.946 -33.962
103.747 72.108 -35.771
105.256 69.840 -5.500
106.787 73.005 8.025
108.340 74.511 5.071
109.916 75.171 2.021
111.515 75.547 -2.036
113.137 75.570 -5.652
114.783 75.528 -9.504
116.452 75.249 -15.408
118.146 74.115 -20.821
119.865 73.069 -19.427
121.608 72.779 -21.039
123.377 71.637 -28.931
125.171 69.185 -29.342
126.992 67.460 -23.209
128.839 66.242 -19.229
130.713 64.065 -18.150
132.615 60.308 0.319
134.543 61.086 28.507
136.500 62.841 41.250
138.486 64.612 43.234
140.500 65.979 36.839
142.544 65.930 24.402
144.617 64.646 18.463
146.721 64.834 14.016
148.855 65.820 -9.954
151.020 65.624 -50.343
153.217 65.199 -98.326
155.445 65.504 -143.395
157.706 65.983 179.215
160.000 65.387 146.031
162.327 63.389 120.401
164.688 60.578 99.615
167.084 54.948 77.683
169.514 44.243 147.485
171.980 57.125 159.966
174.481 61.558 117.128
177.019 63.982 74.427
179.594 63.988 24.148
182.206 56.983 10.489
184.856 60.672 44.047
187.545 65.405 41.828
190.273 68.475 24.130
193.041 69.014 9.240
195.849 68.839 2.155
198.697 68.316 5.537
