* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 14:51:27
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 2 3 2
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 52.560 -135.789
25.937 53.883 -138.211
26.314 54.897 -143.205
26.697 55.500 -149.044
27.085 55.739 -154.126
27.479 55.784 -157.327
27.879 55.882 -158.564
28.284 56.193 -158.982
28.696 56.674 -159.882
29.113 57.172 -161.601
29.537 57.607 -163.595
29.966 58.014 -165.370
30.402 58.456 -166.992
30.844 58.942 -168.829
31.293 59.430 -171.064
31.748 59.879 -173.588
32.210 60.266 -176.161
32.678 60.589 -178.369
33.154 60.903 -179.702
33.636 61.359 179.828
34.125 62.043 179.134
34.621 62.817 177.244
35.125 63.499 174.843
35.636 64.181 173.365
36.154 65.173 172.352
36.680 66.465 169.302
37.214 67.678 163.509
37.755 68.646 157.161
38.304 69.677 151.699
38.861 71.113 144.637
39.427 72.637 132.654
40.000 73.663 115.788
40.582 73.834 96.524
41.172 73.055 77.659
41.771 71.382 61.987
42.379 69.021 52.527
42.995 66.543 53.190
43.620 65.622 63.504
44.255 66.806 67.332
44.898 67.861 58.387
45.552 67.523 44.741
46.214 65.872 35.663
46.886 64.298 36.626
47.568 64.020 38.251
48.260 63.682 34.026
48.962 62.683 30.805
49.674 61.723 30.594
50.397 60.672 30.553
51.130 59.246 35.818
51.874 58.913 48.310
52.628 59.794 57.146
53.394 61.015 64.317
54.170 63.387 67.883
54.958 65.972 59.814
55.758 67.464 44.364
56.569 67.783 28.461
57.391 67.474 15.492
58.226 67.027 4.647
59.073 66.479 -5.611
59.932 65.794 -15.353
60.804 65.027 -24.589
61.688 64.271 -33.816
62.586 63.500 -44.466
63.496 62.484 -57.108
64.420 61.045 -71.478
65.357 58.966 -86.600
66.307 56.505 -100.626
67.272 54.171 -119.304
68.250 51.343 -149.909
69.243 49.004 170.012
70.250 49.452 131.652
71.272 51.064 103.907
72.309 52.399 86.608
73.360 53.544 74.110
74.427 54.429 63.845
75.510 55.368 53.097
76.608 55.881 38.482
77.723 55.497 21.051
78.853 53.503 -0.439
80.000 46.882 -25.388
81.164 40.586 122.523
82.344 51.397 102.985
83.542 54.889 87.765
84.757 57.013 74.113
85.990 58.305 58.742
87.241 58.846 42.746
88.510 58.766 26.431
89.797 58.125 10.428
91.103 57.202 -8.259
92.428 55.015 -36.519
93.773 50.026 -77.231
95.137 44.557 -148.864
96.520 46.923 150.357
97.924 48.877 129.352
99.349 50.360 134.682
100.794 53.713 142.514
102.260 58.572 140.892
103.747 61.723 122.115
105.256 63.047 111.679
106.787 65.440 102.225
108.340 67.458 85.109
109.916 68.481 66.011
111.515 68.722 47.073
113.137 68.482 33.762
114.783 69.079 19.991
116.452 70.063 -4.027
118.146 68.333 -42.487
119.865 62.702 -65.452
121.608 58.213 -62.827
123.377 56.644 -73.476
125.171 52.184 -110.595
126.992 47.205 -178.655
128.839 50.279 129.147
130.713 54.194 113.905
132.615 57.851 105.370
134.543 60.828 94.002
136.500 62.982 84.328
138.486 65.715 74.254
140.500 68.358 54.243
142.544 68.838 25.640
144.617 68.114 6.576
146.721 67.430 -8.309
148.855 66.611 -30.192
151.020 63.743 -51.210
153.217 60.409 -62.959
155.445 55.230 -79.301
157.706 44.299 -61.468
160.000 41.786 18.087
162.327 50.968 78.404
164.688 58.019 64.201
167.084 60.786 43.233
169.514 60.837 30.199
171.980 62.321 30.041
174.481 64.491 16.625
177.019 65.754 -1.372
179.594 67.311 -26.383
182.206 66.071 -70.047
184.856 61.319 -101.722
187.545 57.362 -131.135
190.273 55.086 169.337
193.041 56.391 111.870
195.849 57.911 65.492
198.697 58.097 61.712
