* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 21:46:57
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 2 6 2.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 56.876 -38.091
25.937 57.184 -27.993
26.314 58.334 -25.241
26.697 59.144 -28.578
27.085 59.288 -33.543
27.479 58.916 -36.784
27.879 58.438 -36.755
28.284 58.262 -34.828
28.696 58.350 -33.786
29.113 58.303 -34.107
29.537 57.923 -33.151
29.966 57.607 -28.122
30.402 58.071 -20.864
30.844 59.267 -17.347
31.293 60.394 -19.198
31.748 60.994 -23.679
32.210 61.057 -27.755
32.678 60.847 -29.497
33.154 60.694 -28.919
33.636 60.753 -27.608
34.125 60.915 -26.726
34.621 61.044 -26.066
35.125 61.126 -24.857
35.636 61.272 -22.630
36.154 61.654 -19.860
36.680 62.294 -18.147
37.214 62.945 -18.466
37.755 63.382 -19.381
38.304 63.794 -18.903
38.861 64.648 -18.486
39.427 65.780 -22.310
40.000 66.498 -31.187
40.582 66.323 -42.009
41.172 65.216 -50.841
41.771 63.472 -54.450
42.379 61.514 -51.056
42.995 60.020 -37.713
43.620 60.894 -20.262
44.255 63.132 -17.038
44.898 64.248 -24.816
45.552 63.726 -32.353
46.214 62.480 -30.291
46.886 62.507 -21.305
47.568 63.482 -18.550
48.260 64.024 -20.183
48.962 64.238 -21.554
49.674 64.345 -22.989
50.397 64.187 -23.726
51.130 64.088 -21.287
51.874 64.640 -18.312
52.628 65.514 -18.922
53.394 66.318 -21.804
54.170 67.262 -26.789
54.958 68.143 -36.559
55.758 68.383 -50.281
56.569 67.884 -64.447
57.391 66.985 -77.856
58.226 65.757 -91.980
59.073 63.989 -106.132
59.932 62.052 -118.464
60.804 60.569 -133.164
61.688 59.209 -156.521
62.586 57.562 171.031
63.496 55.805 133.085
64.420 54.012 96.949
65.357 52.042 70.724
66.307 50.520 55.770
67.272 49.655 40.989
68.250 48.043 19.360
69.243 45.046 -11.081
70.250 42.184 -59.925
71.272 43.396 -112.184
72.309 46.050 -138.541
73.360 48.641 -148.416
74.427 51.334 -155.840
75.510 53.774 -164.927
76.608 55.896 -178.836
77.723 57.038 162.054
78.853 57.198 140.184
80.000 56.413 113.365
81.164 54.289 81.008
82.344 51.375 45.325
83.542 49.441 8.274
84.757 48.811 -24.300
85.990 48.111 -43.546
87.241 47.163 -49.968
88.510 45.317 -44.272
89.797 43.410 -20.197
91.103 45.116 33.618
92.428 52.145 53.178
93.773 56.911 53.025
95.137 59.687 49.874
96.520 61.905 54.683
97.924 64.891 58.298
99.349 68.023 57.893
100.794 70.775 50.867
102.260 72.495 42.477
103.747 73.658 36.949
105.256 75.097 32.114
106.787 75.910 23.872
108.340 76.283 19.457
109.916 76.638 15.384
111.515 76.723 12.535
113.137 76.859 12.226
114.783 77.374 12.312
116.452 78.420 8.613
118.146 78.450 -5.203
119.865 76.351 -8.952
121.608 76.016 -4.059
123.377 75.953 -11.451
125.171 73.697 -18.609
126.992 71.002 -14.594
128.839 68.917 -2.568
130.713 68.200 8.968
132.615 67.294 14.013
134.543 65.189 18.398
136.500 62.761 36.544
138.486 61.594 53.011
140.500 59.833 81.610
142.544 62.093 115.164
144.617 65.994 119.014
146.721 67.793 114.262
148.855 68.316 99.201
151.020 67.573 80.920
153.217 64.975 51.194
155.445 60.026 18.421
157.706 58.660 -12.243
160.000 59.878 -39.007
162.327 61.621 -45.625
164.688 63.441 -46.770
167.084 64.593 -41.429
169.514 65.916 -34.031
171.980 67.653 -23.575
174.481 69.367 -16.057
177.019 71.256 -8.410
179.594 73.915 -5.424
182.206 75.702 -17.923
184.856 74.451 -23.759
187.545 73.920 -17.431
190.273 74.278 -14.069
193.041 74.608 -16.598
195.849 73.168 -27.066
198.697 69.847 -25.106
