* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 22:09:54
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 2.5 7.5 2
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 58.660 -123.463
25.937 59.024 -114.445
26.314 60.356 -112.706
26.697 61.420 -117.704
27.085 61.816 -125.157
27.479 61.602 -131.718
27.879 61.070 -135.167
28.284 60.676 -135.298
28.696 60.696 -134.508
29.113 60.926 -135.276
29.537 60.991 -137.234
29.966 60.814 -138.119
30.402 60.677 -136.365
30.844 60.975 -133.136
31.293 61.697 -131.482
31.748 62.473 -132.538
32.210 63.022 -135.147
32.678 63.302 -137.510
33.154 63.458 -138.373
33.636 63.748 -137.676
34.125 64.319 -136.955
34.621 65.005 -137.706
35.125 65.526 -139.305
35.636 65.910 -139.600
36.154 66.580 -138.106
36.680 67.712 -137.996
37.214 68.840 -141.181
37.755 69.629 -144.852
38.304 70.482 -146.108
38.861 72.066 -148.233
39.427 73.952 -156.797
40.000 75.263 -171.626
40.582 75.567 170.928
41.172 74.789 154.439
41.771 73.009 142.380
42.379 70.474 139.242
42.995 68.439 152.159
43.620 69.813 169.347
44.255 72.552 168.025
44.898 74.013 155.243
45.552 73.870 141.750
46.214 72.790 135.539
46.886 72.353 136.950
47.568 72.814 135.711
48.260 72.978 131.155
48.962 72.881 128.459
49.674 73.028 127.024
50.397 73.316 125.327
51.130 73.816 124.116
51.874 74.702 121.762
52.628 75.839 116.872
53.394 77.167 108.084
54.170 78.245 93.253
54.958 78.358 73.966
55.758 77.169 55.234
56.569 75.018 42.929
57.391 72.952 38.715
58.226 71.454 37.223
59.073 70.089 37.156
59.932 69.066 40.692
60.804 69.046 45.959
61.688 70.050 45.590
62.586 70.984 36.606
63.496 71.173 22.070
64.420 70.299 4.466
65.357 67.957 -12.114
66.307 64.243 -19.659
67.272 60.658 -10.981
68.250 59.553 6.441
69.243 60.369 13.557
70.250 60.864 10.278
71.272 60.476 3.716
72.309 59.378 -0.997
73.360 58.190 -2.268
74.427 57.108 -1.607
75.510 56.269 2.052
76.608 56.327 8.213
77.723 57.735 9.867
78.853 59.465 0.831
80.000 60.494 -16.339
81.164 60.462 -37.058
82.344 59.610 -57.153
83.542 58.443 -77.949
84.757 56.460 -103.779
85.990 52.615 -135.737
87.241 46.945 169.524
88.510 49.560 77.198
89.797 55.254 31.721
91.103 58.571 5.536
92.428 60.634 -13.892
93.773 62.036 -27.316
95.137 63.154 -38.057
96.520 64.180 -42.652
97.924 66.077 -46.829
99.349 68.300 -55.012
100.794 70.055 -68.965
102.260 70.842 -81.644
103.747 71.672 -90.064
105.256 73.012 -102.551
106.787 72.664 -119.321
108.340 71.622 -120.763
109.916 72.742 -118.674
111.515 74.224 -127.229
113.137 75.165 -137.327
114.783 75.807 -150.635
116.452 75.913 -165.435
118.146 74.942 179.049
119.865 73.173 172.468
121.608 72.653 170.670
123.377 72.116 160.235
125.171 69.955 151.782
126.992 67.447 154.550
128.839 66.089 165.356
130.713 65.873 170.600
132.615 64.633 176.108
134.543 64.015 -168.898
136.500 65.120 -151.816
138.486 67.416 -142.453
140.500 70.338 -140.859
142.544 72.710 -153.338
144.617 73.530 -168.988
146.721 73.032 -179.001
148.855 72.712 172.563
151.020 71.817 165.913
153.217 70.992 163.951
155.445 70.573 161.238
157.706 69.465 160.247
160.000 69.550 163.255
162.327 69.455 157.254
164.688 68.405 152.050
167.084 66.456 153.608
169.514 65.805 165.547
171.980 66.621 168.160
174.481 66.149 168.217
177.019 65.540 167.791
179.594 65.089 -171.452
182.206 68.911 179.182
184.856 66.779 161.953
187.545 64.340 -178.490
190.273 68.316 -167.104
193.041 70.291 169.785
195.849 67.897 150.289
198.697 65.171 153.434
