* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 19:12:33
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 0.5 0 0
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 54.044 1.838
25.937 54.503 6.173
26.314 55.120 5.283
26.697 55.262 1.244
27.085 54.754 -2.622
27.479 53.740 -3.172
27.879 52.699 1.536
28.284 52.204 9.872
28.696 52.265 18.262
29.113 52.542 26.346
29.537 53.179 35.538
29.966 54.510 43.386
30.402 56.191 46.100
30.844 57.540 43.898
31.293 58.190 39.911
31.748 58.129 37.686
32.210 57.710 40.681
32.678 57.793 49.654
33.154 58.996 59.272
33.636 60.820 63.624
34.125 62.476 62.657
34.621 63.558 59.123
35.125 63.971 56.826
35.636 64.156 59.666
36.154 65.179 66.538
36.680 67.100 69.250
37.214 68.805 65.741
37.755 69.821 61.363
38.304 70.652 60.396
38.861 72.141 60.076
39.427 73.956 54.343
40.000 75.203 43.235
40.582 75.477 30.817
41.172 74.800 21.000
41.771 73.383 17.766
42.379 72.049 27.157
42.995 73.472 44.497
43.620 76.859 45.540
44.255 79.316 32.069
44.898 80.119 13.679
45.552 79.308 -2.515
46.214 77.509 -9.511
46.886 76.410 -6.792
47.568 76.347 -6.323
48.260 75.843 -9.073
48.962 74.893 -8.224
49.674 74.131 -4.048
50.397 73.341 3.180
51.130 73.288 17.585
51.874 74.926 29.733
52.628 76.874 34.643
53.394 78.961 37.272
54.170 81.520 34.185
54.958 83.649 22.601
55.758 84.592 6.888
56.569 84.375 -7.169
57.391 83.593 -16.339
58.226 82.806 -22.005
59.073 81.979 -25.882
59.932 81.147 -27.398
60.804 80.455 -27.197
61.688 79.914 -25.635
62.586 79.621 -23.440
63.496 79.457 -21.287
64.420 79.520 -18.662
65.357 79.869 -17.812
66.307 80.070 -19.331
67.272 79.996 -20.949
68.250 79.822 -21.967
69.243 79.590 -22.707
70.250 79.283 -23.109
71.272 78.918 -22.894
72.309 78.546 -22.147
73.360 78.144 -20.912
74.427 77.751 -18.912
75.510 77.401 -16.381
76.608 77.091 -13.197
77.723 76.897 -9.283
78.853 76.910 -5.174
80.000 77.115 -2.125
81.164 77.295 -0.623
82.344 77.338 0.206
83.542 77.269 0.874
84.757 77.102 1.284
85.990 76.701 1.545
87.241 76.059 3.570
88.510 75.501 7.706
89.797 75.105 12.790
91.103 74.879 17.754
92.428 74.463 22.590
93.773 73.997 31.224
95.137 74.316 42.533
96.520 75.338 50.396
97.924 76.431 54.459
99.349 77.368 55.963
100.794 78.151 57.330
102.260 79.302 57.945
103.747 80.710 52.815
105.256 81.392 39.833
106.787 80.359 25.816
108.340 78.366 19.249
109.916 76.339 17.807
111.515 74.024 20.789
113.137 71.772 30.219
114.783 70.339 50.128
116.452 71.949 69.798
118.146 74.067 64.137
119.865 73.037 55.176
121.608 71.421 56.837
123.377 70.006 62.599
125.171 69.072 72.274
126.992 68.696 80.054
128.839 68.326 86.053
130.713 67.800 92.465
132.615 67.564 99.553
134.543 67.629 103.983
136.500 67.402 105.174
138.486 66.985 105.422
140.500 66.251 103.352
142.544 64.949 100.876
144.617 63.529 96.126
146.721 61.599 84.668
148.855 58.402 70.722
151.020 57.705 38.684
153.217 58.213 -14.483
155.445 59.913 -37.126
157.706 62.390 -55.955
160.000 62.952 -69.375
162.327 62.829 -73.718
164.688 62.511 -76.725
167.084 61.188 -76.074
169.514 60.036 -68.643
171.980 56.380 -71.416
174.481 54.718 4.701
177.019 61.432 13.540
179.594 62.451 2.184
182.206 62.053 31.097
184.856 66.237 36.127
187.545 68.790 33.587
190.273 70.423 19.926
193.041 69.226 10.265
195.849 68.298 14.527
198.697 68.057 20.380
