* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 21:27:49
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 3 4.5 0.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 51.762 164.281
25.937 52.672 176.099
26.314 54.051 176.336
26.697 54.690 170.806
27.085 54.552 164.918
27.479 53.963 161.706
27.879 53.401 161.665
28.284 53.111 162.590
28.696 52.849 162.882
29.113 52.345 164.480
29.537 52.016 170.679
29.966 52.765 178.397
30.402 54.329 179.775
30.844 55.593 173.687
31.293 55.966 164.103
31.748 55.332 155.048
32.210 53.851 150.567
32.678 52.179 153.917
33.154 51.154 163.274
33.636 50.790 174.277
34.125 51.043 -172.531
34.621 52.374 -160.482
35.125 54.078 -154.571
35.636 55.440 -150.920
36.154 56.980 -145.579
36.680 59.171 -142.805
37.214 61.293 -145.904
37.755 62.788 -150.510
38.304 64.148 -152.006
38.861 66.313 -153.652
39.427 68.862 -162.371
40.000 70.801 -178.072
40.582 71.687 163.213
41.172 71.452 144.944
41.771 70.107 130.356
42.379 67.710 124.603
42.995 65.647 138.764
43.620 67.871 157.157
44.255 71.300 152.732
44.898 73.179 136.882
45.552 73.402 120.385
46.214 72.574 110.825
46.886 72.234 109.948
47.568 73.033 107.630
48.260 73.719 100.101
48.962 73.920 92.629
49.674 74.079 87.041
50.397 74.387 82.068
51.130 74.875 77.151
51.874 75.562 71.156
52.628 76.287 63.885
53.394 77.207 55.784
54.170 78.392 43.577
54.958 79.136 25.362
55.758 78.809 4.639
56.569 77.446 -13.143
57.391 75.758 -25.034
58.226 74.344 -34.126
59.073 72.898 -42.861
59.932 71.378 -49.277
60.804 70.147 -54.281
61.688 69.103 -60.044
62.586 68.130 -67.075
63.496 67.049 -76.868
64.420 65.327 -89.554
65.357 62.418 -101.801
66.307 58.317 -106.768
67.272 53.983 -100.701
68.250 49.656 -82.189
69.243 48.109 -46.058
70.250 49.928 -22.706
71.272 51.840 -13.751
72.309 53.128 -10.199
73.360 54.206 -8.573
74.427 55.028 -9.257
75.510 55.603 -9.866
76.608 56.309 -10.736
77.723 57.071 -13.267
78.853 57.955 -17.687
80.000 58.790 -26.175
81.164 59.132 -37.712
82.344 59.029 -50.305
83.542 58.479 -65.052
84.757 56.934 -81.228
85.990 54.141 -92.674
87.241 51.277 -92.758
88.510 49.980 -87.830
89.797 50.170 -88.275
91.103 51.124 -98.334
92.428 52.049 -121.493
93.773 51.891 -151.993
95.137 51.125 175.501
96.520 48.495 146.703
97.924 44.035 158.711
99.349 50.609 -165.760
100.794 57.685 176.117
102.260 62.240 149.191
103.747 65.370 117.841
105.256 66.902 84.630
106.787 66.978 53.483
108.340 66.077 27.520
109.916 64.732 5.434
111.515 63.372 -13.773
113.137 61.474 -37.227
114.783 58.474 -58.999
116.452 55.014 -84.940
118.146 48.880 -135.595
119.865 38.714 135.031
121.608 41.040 141.126
123.377 50.581 112.054
125.171 52.489 75.062
126.992 50.528 59.002
128.839 48.448 65.900
130.713 48.801 85.208
132.615 50.531 88.830
134.543 49.694 98.918
136.500 53.450 133.131
138.486 59.824 127.932
140.500 63.714 108.204
142.544 65.332 83.089
144.617 66.050 61.470
146.721 64.623 39.282
148.855 61.677 40.323
151.020 63.495 49.406
153.217 64.749 35.432
155.445 64.353 23.360
157.706 63.585 17.806
160.000 63.935 11.533
162.327 63.140 -1.677
164.688 60.833 -6.039
167.084 60.236 7.011
169.514 61.358 -0.709
171.980 60.348 -0.202
174.481 60.616 -4.803
177.019 60.007 -5.163
179.594 60.614 -10.141
182.206 59.157 -15.531
184.856 58.626 -4.531
187.545 60.807 -11.218
190.273 60.222 -27.936
193.041 57.643 -39.598
195.849 56.888 -15.791
198.697 58.081 -38.085
