* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 19:18:31
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 0.5 0 1
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 54.040 -99.500
25.937 54.387 -95.894
26.314 54.990 -97.293
26.697 55.171 -102.134
27.085 54.707 -107.171
27.479 53.699 -109.205
27.879 52.587 -105.997
28.284 51.968 -98.582
28.696 51.962 -90.436
29.113 52.303 -82.510
29.537 53.104 -74.178
29.966 54.558 -68.153
30.402 56.240 -67.447
30.844 57.532 -71.242
31.293 58.142 -76.440
31.748 58.097 -79.784
32.210 57.738 -78.271
32.678 57.830 -71.277
33.154 58.950 -63.332
33.636 60.722 -60.105
34.125 62.383 -62.157
34.621 63.500 -66.750
35.125 64.028 -69.971
35.636 64.480 -68.688
36.154 65.728 -65.254
36.680 67.589 -66.255
37.214 69.144 -72.251
37.755 70.100 -78.581
38.304 70.937 -81.979
38.861 72.335 -85.163
39.427 73.989 -93.200
40.000 75.135 -106.191
40.582 75.372 -120.791
41.172 74.635 -133.466
41.771 73.014 -139.857
42.379 71.341 -132.569
42.995 72.586 -116.487
43.620 75.811 -117.305
44.255 78.075 -132.395
44.898 78.707 -152.206
45.552 77.732 -169.760
46.214 75.755 -177.724
46.886 74.600 -175.262
47.568 74.647 -175.862
48.260 74.188 179.363
48.962 73.161 178.473
49.674 72.375 -178.036
50.397 71.798 -171.206
51.130 72.241 -158.951
51.874 74.189 -151.728
52.628 76.167 -151.685
53.394 78.217 -153.736
54.170 80.621 -161.648
54.958 82.482 -177.541
55.758 83.128 163.016
56.569 82.610 145.605
57.391 81.536 133.435
58.226 80.497 124.908
59.073 79.414 117.999
59.932 78.286 113.760
60.804 77.374 111.716
61.688 76.727 110.536
62.586 76.287 108.990
63.496 75.831 107.433
64.420 75.623 106.960
65.357 75.763 104.162
66.307 75.660 98.425
67.272 75.180 92.656
68.250 74.539 87.750
69.243 73.808 83.338
70.250 72.975 79.408
71.272 72.060 76.127
72.309 71.089 73.330
73.360 69.993 70.925
74.427 68.733 69.782
75.510 67.448 70.748
76.608 66.381 73.509
77.723 65.658 76.540
78.853 65.323 77.687
80.000 64.929 73.689
81.164 63.655 66.745
82.344 61.620 61.266
83.542 59.064 54.758
84.757 55.366 40.133
85.990 49.835 -12.408
87.241 53.386 -90.711
88.510 58.381 -113.091
89.797 61.815 -121.188
91.103 64.612 -124.753
92.428 67.433 -129.139
93.773 69.871 -137.122
95.137 71.564 -146.828
96.520 72.659 -154.675
97.924 73.622 -160.784
99.349 74.543 -166.272
100.794 75.561 -171.100
102.260 77.040 -178.224
103.747 78.195 167.555
105.256 78.104 151.099
106.787 76.940 139.026
108.340 75.714 133.734
109.916 74.791 129.682
111.515 73.767 127.535
113.137 72.901 126.527
114.783 72.038 127.453
116.452 71.667 129.412
118.146 71.271 125.947
119.865 69.586 124.799
121.608 67.732 133.282
123.377 67.742 153.029
125.171 69.491 159.053
126.992 70.631 159.548
128.839 71.456 156.556
130.713 71.659 152.858
132.615 71.487 150.215
134.543 71.219 150.439
136.500 71.077 150.383
138.486 70.787 152.152
140.500 71.077 157.937
142.544 72.584 155.780
144.617 72.860 144.620
146.721 71.498 134.470
148.855 69.382 130.409
151.020 65.642 134.090
153.217 63.084 173.367
155.445 67.067 -152.331
157.706 72.611 -155.808
160.000 74.718 -173.989
162.327 75.022 172.237
164.688 74.672 160.092
167.084 73.041 152.126
169.514 71.215 154.705
171.980 69.875 164.441
174.481 70.763 -177.142
177.019 73.135 -174.145
179.594 75.196 179.723
182.206 75.872 165.431
184.856 75.265 157.713
187.545 74.796 151.407
190.273 74.232 149.619
193.041 74.500 142.202
195.849 73.164 129.344
198.697 70.324 125.931
