* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 19:43:05
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 0.8 -0.5 1.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 54.539 -113.331
25.937 54.481 -109.135
26.314 54.986 -108.697
26.697 55.315 -112.368
27.085 55.100 -117.417
27.479 54.349 -120.897
27.879 53.340 -120.731
28.284 52.474 -116.977
28.696 51.878 -111.360
29.113 51.411 -103.784
29.537 51.413 -92.356
29.966 52.583 -80.904
30.402 54.464 -76.353
30.844 55.994 -78.593
31.293 56.711 -83.270
31.748 56.637 -86.296
32.210 56.139 -84.199
32.678 56.006 -75.870
33.154 56.916 -65.244
33.636 58.689 -58.372
34.125 60.608 -57.211
34.621 62.112 -59.839
35.125 63.022 -62.351
35.636 63.767 -61.153
36.154 65.226 -57.862
36.680 67.308 -59.092
37.214 69.076 -65.923
37.755 70.134 -73.699
38.304 70.875 -78.274
38.861 72.146 -81.020
39.427 73.897 -88.048
40.000 75.288 -101.026
40.582 75.769 -116.859
41.172 75.188 -131.947
41.771 73.538 -142.231
42.379 71.193 -140.469
42.995 70.881 -122.169
43.620 73.800 -115.153
44.255 76.324 -126.075
44.898 77.215 -143.802
45.552 76.444 -160.290
46.214 74.566 -167.774
46.886 73.403 -164.329
47.568 73.550 -163.438
48.260 73.257 -167.385
48.962 72.335 -167.878
49.674 71.619 -163.653
50.397 71.198 -156.045
51.130 71.801 -143.861
51.874 73.792 -136.787
52.628 75.794 -136.548
53.394 77.875 -138.320
54.170 80.312 -145.991
54.958 82.190 -161.684
55.758 82.835 179.114
56.569 82.305 162.038
57.391 81.218 150.292
58.226 80.169 142.249
59.073 79.081 135.798
59.932 77.924 131.973
60.804 76.975 130.718
61.688 76.396 130.247
62.586 76.007 128.260
63.496 75.387 125.867
64.420 74.812 125.481
65.357 74.536 124.483
66.307 74.156 121.853
67.272 73.565 119.366
68.250 72.870 117.570
69.243 72.115 116.365
70.250 71.280 115.706
71.272 70.333 115.980
72.309 69.305 117.872
73.360 68.303 121.899
74.427 67.477 128.261
75.510 67.053 136.479
76.608 67.204 144.649
77.723 67.867 150.242
78.853 68.736 150.544
80.000 68.944 144.999
81.164 67.829 140.101
82.344 66.004 143.791
83.542 64.909 155.823
84.757 64.708 168.089
85.990 64.932 -178.417
87.241 66.048 -167.159
88.510 67.066 -161.183
89.797 67.622 -154.108
91.103 68.625 -143.347
92.428 70.623 -134.319
93.773 73.026 -131.188
95.137 75.208 -133.222
96.520 76.914 -136.948
97.924 78.462 -141.022
99.349 79.809 -146.492
100.794 80.925 -150.737
102.260 82.672 -155.276
103.747 84.487 -167.768
105.256 85.173 174.622
106.787 84.540 159.357
108.340 83.534 150.757
109.916 82.762 144.518
111.515 81.927 140.212
113.137 81.294 136.433
114.783 80.515 133.491
116.452 79.916 132.752
118.146 79.709 128.433
119.865 78.463 120.942
121.608 76.072 118.332
123.377 72.897 136.091
125.171 74.515 157.774
126.992 76.326 163.033
128.839 77.757 161.457
130.713 78.447 157.691
132.615 78.807 154.058
134.543 78.903 151.944
136.500 79.154 150.048
138.486 79.485 146.912
140.500 79.534 141.731
142.544 79.099 138.418
144.617 78.948 136.656
146.721 78.796 130.963
148.855 78.142 127.955
151.020 77.620 120.756
153.217 75.549 112.784
155.445 71.525 112.488
157.706 68.298 155.477
160.000 73.267 176.550
162.327 75.594 169.112
164.688 76.237 161.960
167.084 75.843 156.635
169.514 74.824 160.016
171.980 75.594 166.302
174.481 75.864 166.859
177.019 76.698 169.769
179.594 78.189 164.724
182.206 77.823 149.370
184.856 75.654 146.554
187.545 74.763 155.056
190.273 74.738 158.012
193.041 74.879 158.385
195.849 74.303 152.501
198.697 71.623 155.199
