* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 22:08:23
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 3.3 7.5 1.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 59.816 14.559
25.937 60.400 24.630
26.314 61.755 26.751
26.697 62.711 22.739
27.085 62.970 17.014
27.479 62.648 12.875
27.879 62.111 12.295
28.284 61.841 14.681
28.696 61.991 17.030
29.113 62.223 17.451
29.537 62.196 17.223
29.966 61.959 18.833
30.402 61.898 23.106
30.844 62.310 27.734
31.293 62.965 30.094
31.748 63.482 30.505
32.210 63.753 30.793
32.678 63.912 32.185
33.154 64.109 34.678
33.636 64.421 37.854
34.125 64.897 41.276
34.621 65.529 44.110
35.125 66.151 45.978
35.636 66.658 48.150
36.154 67.301 51.862
36.680 68.361 55.130
37.214 69.547 55.377
37.755 70.427 54.424
38.304 71.253 55.602
38.861 72.756 56.796
39.427 74.663 51.937
40.000 76.041 40.453
40.582 76.379 26.201
41.172 75.614 13.209
41.771 73.927 5.064
42.379 71.666 5.130
42.995 69.733 18.663
43.620 70.738 38.765
44.255 73.455 42.090
44.898 74.986 32.879
45.552 74.839 22.887
46.214 73.794 20.830
46.886 73.547 25.891
47.568 74.088 27.233
48.260 74.204 25.900
48.962 74.123 27.011
49.674 74.319 28.971
50.397 74.566 30.701
51.130 75.024 33.591
51.874 75.938 35.449
52.628 77.101 34.694
53.394 78.479 30.407
54.170 79.712 20.061
54.958 80.044 4.640
55.758 79.060 -10.948
56.569 77.041 -20.564
57.391 75.046 -22.186
58.226 73.579 -21.302
59.073 72.237 -19.162
59.932 71.241 -15.374
60.804 70.549 -12.069
61.688 70.126 -9.339
62.586 69.951 -9.517
63.496 69.557 -13.906
64.420 68.396 -21.516
65.357 65.987 -27.942
66.307 62.642 -26.017
67.272 59.598 -13.466
68.250 57.759 4.567
69.243 56.981 21.140
70.250 56.576 34.739
71.272 56.149 46.921
72.309 55.853 60.982
73.360 56.244 75.043
74.427 57.117 86.194
75.510 58.358 93.719
76.608 59.802 96.016
77.723 61.052 91.290
78.853 61.375 80.763
80.000 60.516 69.050
81.164 58.708 59.533
82.344 56.383 53.250
83.542 53.741 47.755
84.757 50.212 40.796
85.990 44.543 33.500
87.241 28.981 41.409
88.510 38.728 -176.753
89.797 45.203 173.039
91.103 48.308 158.753
92.428 50.074 143.065
93.773 51.460 132.738
95.137 53.157 123.590
96.520 54.890 120.488
97.924 57.607 118.315
99.349 60.762 112.622
100.794 63.480 100.734
102.260 65.165 88.029
103.747 66.196 77.709
105.256 66.984 67.319
106.787 66.385 55.126
108.340 64.443 56.162
109.916 63.843 68.690
111.515 64.355 79.190
113.137 65.693 93.336
114.783 68.609 97.196
116.452 71.104 89.033
118.146 72.150 72.044
119.865 71.490 56.647
121.608 70.314 43.202
123.377 68.125 27.057
125.171 64.547 12.929
126.992 59.665 -3.664
128.839 50.439 -29.939
130.713 41.084 6.072
132.615 51.766 -29.447
134.543 59.033 -59.626
136.500 63.671 -79.391
138.486 66.007 -93.424
140.500 67.550 -103.073
142.544 68.409 -113.338
144.617 68.019 -127.766
146.721 65.653 -133.803
148.855 61.674 -136.537
151.020 56.002 -105.728
153.217 54.028 -51.821
155.445 59.505 -10.505
157.706 62.600 -4.125
160.000 65.571 11.277
162.327 68.761 6.557
164.688 68.912 -1.306
167.084 68.590 -1.010
169.514 67.202 0.227
171.980 65.979 20.151
174.481 67.361 23.212
177.019 65.670 18.496
179.594 62.923 43.005
182.206 63.554 44.423
184.856 58.051 51.150
187.545 57.298 105.494
190.273 58.318 124.871
193.041 59.215 147.296
195.849 60.588 170.403
198.697 62.164 178.953
