* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 19:27:54
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 4 -0.5 0
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 58.211 -17.160
25.937 58.426 -15.637
26.314 59.061 -15.501
26.697 59.742 -17.911
27.085 60.185 -21.880
27.479 60.328 -25.778
27.879 60.289 -28.415
28.284 60.258 -29.717
28.696 60.320 -30.622
29.113 60.362 -31.878
29.537 60.223 -32.766
29.966 59.974 -31.487
30.402 60.009 -27.489
30.844 60.646 -23.699
31.293 61.548 -23.445
31.748 62.181 -26.178
32.210 62.374 -29.014
32.678 62.429 -29.761
33.154 62.764 -29.649
33.636 63.268 -32.211
34.125 63.334 -38.063
34.621 62.505 -43.932
35.125 60.845 -44.176
35.636 59.353 -35.333
36.154 58.890 -24.324
36.680 58.320 -14.390
37.214 57.667 5.555
37.755 59.470 30.624
38.304 62.640 45.142
38.861 66.114 54.518
39.427 70.237 56.229
40.000 74.076 47.202
40.582 76.833 31.651
41.172 78.400 14.408
41.771 79.011 -0.537
42.379 79.296 -10.817
42.995 79.998 -19.311
43.620 80.881 -31.878
44.255 81.068 -49.074
44.898 79.964 -66.846
45.552 77.445 -78.152
46.214 74.792 -74.130
46.886 74.458 -64.788
47.568 74.669 -66.236
48.260 73.724 -69.287
48.962 72.354 -65.256
49.674 71.638 -55.812
50.397 71.729 -44.184
51.130 72.973 -33.795
51.874 74.739 -30.316
52.628 76.240 -30.835
53.394 77.817 -32.689
54.170 79.590 -39.560
54.958 80.787 -52.963
55.758 80.792 -69.014
56.569 79.628 -82.144
57.391 77.958 -88.916
58.226 76.405 -91.584
59.073 74.755 -91.818
59.932 73.184 -87.442
60.804 72.100 -80.838
61.688 71.070 -73.326
62.586 70.227 -59.141
63.496 71.596 -41.718
64.420 74.094 -40.054
65.357 75.215 -48.298
66.307 74.930 -55.098
67.272 74.220 -56.285
68.250 73.732 -54.365
69.243 73.478 -51.654
70.250 73.370 -49.456
71.272 73.165 -47.818
72.309 72.861 -45.220
73.360 72.656 -41.683
74.427 72.572 -38.167
75.510 72.531 -35.210
76.608 72.381 -33.115
77.723 71.872 -30.844
78.853 71.006 -25.481
80.000 70.200 -14.632
81.164 70.334 1.229
82.344 71.718 14.345
83.542 73.529 21.643
84.757 75.307 23.775
85.990 76.674 22.548
87.241 77.641 20.709
88.510 78.413 18.902
89.797 79.011 16.845
91.103 79.431 15.463
92.428 79.969 14.511
93.773 80.496 11.678
95.137 80.694 8.159
96.520 80.721 5.532
97.924 80.687 3.017
99.349 80.430 -0.138
100.794 79.593 -0.895
102.260 79.150 4.932
103.747 79.847 8.471
105.256 80.344 5.224
106.787 80.190 2.132
108.340 79.967 -0.118
109.916 79.632 -3.076
111.515 78.843 -5.646
113.137 77.994 -6.136
114.783 77.097 -4.865
116.452 76.528 -3.475
118.146 75.536 -7.305
119.865 73.095 -3.420
121.608 71.734 10.302
123.377 71.789 20.980
125.171 71.208 30.674
126.992 71.988 41.899
128.839 72.986 44.848
130.713 73.270 45.087
132.615 73.472 45.202
134.543 73.061 44.291
136.500 72.830 48.827
138.486 73.690 52.275
140.500 75.259 47.589
142.544 76.488 27.556
144.617 74.899 4.018
146.721 72.771 -16.552
148.855 70.439 -33.574
151.020 70.267 -61.206
153.217 70.172 -110.706
155.445 69.256 -159.656
157.706 68.623 170.183
160.000 70.237 145.533
162.327 70.648 108.389
164.688 69.129 80.240
167.084 68.359 65.941
169.514 68.578 47.750
171.980 67.751 42.950
174.481 69.628 46.776
177.019 72.885 43.831
179.594 75.982 24.773
182.206 75.458 9.835
184.856 77.064 13.519
187.545 79.440 0.429
190.273 79.752 -20.503
193.041 78.299 -31.090
195.849 77.360 -38.305
198.697 74.916 -42.266
