* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 21:57:42
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 2 7 1
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 58.763 87.946
25.937 59.657 100.075
26.314 61.221 102.657
26.697 62.252 98.998
27.085 62.535 93.814
27.479 62.221 90.276
27.879 61.663 90.244
28.284 61.319 93.270
28.696 61.358 96.658
29.113 61.495 98.550
29.537 61.415 100.033
29.966 61.172 103.430
30.402 61.149 109.394
30.844 61.616 115.508
31.293 62.322 119.267
31.748 62.901 121.102
32.210 63.264 122.733
32.678 63.535 125.136
33.154 63.818 128.223
33.636 64.146 131.850
34.125 64.582 135.954
34.621 65.173 139.737
35.125 65.764 142.539
35.636 66.211 145.546
36.154 66.740 150.336
36.680 67.694 155.157
37.214 68.822 157.091
37.755 69.662 157.810
38.304 70.481 160.750
38.861 72.035 163.341
39.427 73.948 159.264
40.000 75.228 148.468
40.582 75.377 135.306
41.172 74.381 124.241
41.771 72.551 119.049
42.379 70.375 121.939
42.995 68.505 136.670
43.620 69.422 158.823
44.255 72.212 164.074
44.898 73.742 155.982
45.552 73.479 147.315
46.214 72.292 147.365
46.886 71.997 154.758
47.568 72.475 158.246
48.260 72.564 159.562
48.962 72.577 162.900
49.674 72.797 166.330
50.397 73.032 169.977
51.130 73.563 174.332
51.874 74.422 176.894
52.628 75.428 177.465
53.394 76.679 174.565
54.170 77.675 165.374
54.958 77.635 151.984
55.758 76.292 140.004
56.569 74.165 135.024
57.391 72.291 136.693
58.226 70.797 140.011
59.073 69.439 145.087
59.932 68.392 151.371
60.804 67.619 158.349
61.688 67.389 164.718
62.586 67.462 166.567
63.496 67.207 163.083
64.420 65.977 156.043
65.357 63.349 151.048
66.307 59.775 155.431
67.272 56.583 171.783
68.250 55.024 -166.046
69.243 54.783 -148.568
70.250 54.639 -137.301
71.272 53.950 -127.932
72.309 53.121 -114.865
73.360 52.928 -100.797
74.427 53.160 -88.095
75.510 53.966 -77.967
76.608 55.116 -73.221
77.723 56.280 -74.332
78.853 57.181 -81.979
80.000 57.227 -94.542
81.164 56.427 -106.628
82.344 55.224 -115.402
83.542 54.335 -117.516
84.757 54.706 -116.834
85.990 56.226 -117.907
87.241 58.080 -124.759
88.510 59.702 -132.289
89.797 61.307 -142.864
91.103 62.185 -155.081
92.428 62.493 -167.495
93.773 62.061 -178.624
95.137 61.281 171.373
96.520 59.546 161.940
97.924 56.961 160.094
99.349 54.165 168.202
100.794 52.569 -165.431
102.260 56.155 -134.976
103.747 62.531 -138.867
105.256 66.885 -167.559
106.787 68.206 157.807
108.340 67.718 131.387
109.916 66.837 110.261
111.515 65.044 93.565
113.137 63.119 84.469
114.783 61.219 76.314
116.452 58.388 63.494
118.146 50.562 50.517
119.865 40.325 108.028
121.608 45.870 -119.386
123.377 55.827 -130.491
125.171 58.200 -150.903
126.992 57.180 -160.397
128.839 55.227 -160.720
130.713 50.492 -152.968
132.615 49.395 -94.839
134.543 51.717 -91.816
136.500 46.843 -57.412
138.486 53.079 -16.700
140.500 56.390 -20.664
142.544 55.894 -42.070
144.617 49.104 -81.791
146.721 53.080 146.104
148.855 60.480 112.680
151.020 62.917 87.172
153.217 61.847 66.830
155.445 57.664 52.696
157.706 46.844 62.979
160.000 43.805 -138.391
162.327 56.153 -136.281
164.688 59.117 -143.289
167.084 58.911 -144.388
169.514 57.714 -126.942
171.980 57.203 -99.513
174.481 60.795 -79.587
177.019 64.514 -84.821
179.594 63.342 -111.628
182.206 61.347 -107.446
184.856 61.933 -132.797
187.545 61.745 -164.157
190.273 61.852 164.092
193.041 59.787 144.389
195.849 56.744 152.031
198.697 55.028 172.571
