* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 21:42:54
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 2 6 1
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 55.934 -12.105
25.937 56.330 -1.339
26.314 57.627 1.902
26.697 58.615 -1.326
27.085 58.949 -6.720
27.479 58.725 -11.141
27.879 58.237 -12.861
28.284 57.840 -12.122
28.696 57.649 -10.725
29.113 57.462 -9.618
29.537 57.118 -7.286
29.966 56.911 -1.757
30.402 57.388 5.363
30.844 58.500 9.253
31.293 59.584 8.403
31.748 60.222 5.028
32.210 60.381 1.789
32.678 60.271 0.444
33.154 60.161 1.183
33.636 60.212 2.942
34.125 60.395 4.686
34.621 60.613 6.174
35.125 60.801 7.806
35.636 61.007 10.286
36.154 61.429 13.594
36.680 62.156 15.997
37.214 62.926 16.141
37.755 63.480 15.590
38.304 64.049 16.482
38.861 65.132 16.767
39.427 66.457 11.923
40.000 67.259 1.611
40.582 67.073 -10.686
41.172 65.869 -20.863
41.771 63.968 -25.536
42.379 61.820 -23.237
42.995 59.880 -10.945
43.620 60.293 9.092
44.255 62.623 14.588
44.898 63.828 6.772
45.552 63.190 -1.451
46.214 61.648 0.818
46.886 61.509 11.259
47.568 62.418 14.611
48.260 62.811 13.335
48.962 62.850 12.423
49.674 62.745 11.432
50.397 62.375 11.083
51.130 61.946 12.599
51.874 61.585 15.098
52.628 61.294 19.392
53.394 61.585 25.039
54.170 62.483 26.560
54.958 63.172 22.100
55.758 63.119 14.646
56.569 62.313 7.653
57.391 60.975 2.629
58.226 59.125 0.092
59.073 56.862 3.051
59.932 54.977 11.795
60.804 53.404 22.278
61.688 52.240 38.658
62.586 52.777 55.248
63.496 54.080 61.999
64.420 54.846 59.574
65.357 54.236 53.100
66.307 52.228 50.405
67.272 49.652 55.579
68.250 46.897 68.398
69.243 44.747 94.508
70.250 45.501 123.480
71.272 47.278 140.282
72.309 48.932 151.208
73.360 50.486 158.477
74.427 52.006 162.327
75.510 53.245 162.149
76.608 54.046 159.294
77.723 54.277 155.345
78.853 54.488 152.559
80.000 54.946 144.045
81.164 54.543 128.794
82.344 53.369 110.691
83.542 52.128 86.752
84.757 51.469 53.820
85.990 52.023 18.226
87.241 53.445 -9.016
88.510 55.297 -28.160
89.797 56.978 -44.150
91.103 58.631 -59.254
92.428 59.810 -79.106
93.773 59.830 -100.382
95.137 58.992 -118.606
96.520 58.296 -132.662
97.924 58.053 -148.106
99.349 58.203 -165.698
100.794 58.194 171.638
102.260 56.954 146.240
103.747 47.739 117.353
105.256 57.624 -123.035
106.787 64.622 -161.212
108.340 67.119 171.099
109.916 68.229 149.845
111.515 68.352 133.207
113.137 68.417 125.109
114.783 69.359 115.851
116.452 70.412 98.558
118.146 69.842 70.371
119.865 67.052 47.354
121.608 64.340 20.403
123.377 59.255 -27.272
125.171 52.896 -99.593
126.992 51.556 -167.648
128.839 46.181 176.180
130.713 46.160 -142.653
132.615 47.958 -126.921
134.543 49.426 -118.190
136.500 48.752 -99.833
138.486 52.249 -81.698
140.500 54.893 -97.782
142.544 53.320 -147.150
144.617 50.967 120.614
146.721 57.634 71.153
148.855 61.763 44.308
151.020 63.899 24.025
153.217 63.537 5.196
155.445 60.949 6.374
157.706 61.183 14.070
160.000 59.323 30.778
162.327 62.550 45.607
164.688 64.205 39.275
167.084 65.297 29.179
169.514 64.929 3.298
171.980 59.027 -27.198
174.481 49.524 -12.252
177.019 44.999 19.854
179.594 46.144 116.620
182.206 56.601 77.642
184.856 58.399 22.512
187.545 58.966 -15.791
190.273 59.435 -44.347
193.041 57.854 -54.191
195.849 59.049 -44.160
198.697 60.282 -53.522
