* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 19:30:17
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 0 -0.5 0.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 54.107 -53.710
25.937 54.575 -49.116
26.314 55.278 -50.248
26.697 55.495 -54.973
27.085 55.030 -59.729
27.479 54.022 -61.225
27.879 52.951 -57.401
28.284 52.398 -49.749
28.696 52.384 -41.700
29.113 52.619 -33.424
29.537 53.344 -23.805
29.966 54.874 -16.348
30.402 56.700 -14.953
30.844 58.094 -18.650
31.293 58.731 -23.938
31.748 58.633 -27.225
32.210 58.167 -25.006
32.678 58.241 -16.470
33.154 59.522 -7.336
33.636 61.458 -4.060
34.125 63.179 -6.602
34.621 64.245 -11.845
35.125 64.563 -15.570
35.636 64.628 -13.396
36.154 65.659 -6.654
36.680 67.690 -4.724
37.214 69.463 -9.605
37.755 70.490 -15.478
38.304 71.276 -17.784
38.861 72.713 -18.944
39.427 74.548 -25.283
40.000 75.882 -37.234
40.582 76.270 -50.963
41.172 75.678 -62.685
41.771 74.237 -68.228
42.379 72.709 -60.624
42.995 73.993 -43.501
43.620 77.417 -42.866
44.255 79.944 -57.134
44.898 80.859 -76.589
45.552 80.205 -94.533
46.214 78.476 -104.667
46.886 77.061 -105.009
47.568 76.623 -104.785
48.260 76.013 -106.909
48.962 75.130 -105.734
49.674 74.542 -102.063
50.397 73.887 -96.235
51.130 73.890 -83.187
51.874 75.617 -72.374
52.628 77.628 -69.052
53.394 79.775 -67.877
54.170 82.418 -72.658
54.958 84.595 -86.159
55.758 85.555 -103.754
56.569 85.342 -119.622
57.391 84.559 -130.522
58.226 83.778 -137.852
59.073 82.970 -143.410
59.932 82.177 -146.708
60.804 81.513 -148.689
61.688 80.895 -149.327
62.586 80.505 -148.475
63.496 80.357 -147.458
64.420 80.473 -146.348
65.357 80.875 -147.201
66.307 81.120 -150.621
67.272 81.070 -154.168
68.250 80.923 -157.090
69.243 80.711 -159.790
70.250 80.427 -162.047
71.272 80.105 -163.767
72.309 79.769 -164.954
73.360 79.425 -165.682
74.427 79.081 -165.778
75.510 78.787 -165.229
76.608 78.571 -164.121
77.723 78.510 -162.548
78.853 78.662 -161.389
80.000 78.933 -161.737
81.164 79.080 -163.548
82.344 79.067 -165.423
83.542 79.007 -167.348
84.757 78.872 -169.879
85.990 78.479 -173.009
87.241 77.752 -174.620
88.510 77.046 -173.740
89.797 76.489 -171.872
91.103 76.038 -169.959
92.428 75.291 -168.065
93.773 74.293 -160.585
95.137 74.397 -147.625
96.520 75.656 -139.285
97.924 77.029 -136.717
99.349 78.155 -137.471
100.794 79.056 -138.523
102.260 80.293 -139.928
103.747 81.907 -146.812
105.256 82.869 -162.805
106.787 81.949 179.207
108.340 79.846 169.044
109.916 77.589 165.193
111.515 74.848 167.833
113.137 72.388 -176.684
114.783 72.956 -148.695
116.452 76.836 -140.389
118.146 79.246 -157.879
119.865 78.391 -173.728
121.608 77.402 -179.462
123.377 76.192 173.396
125.171 74.365 173.838
126.992 73.242 176.738
128.839 72.250 -178.865
130.713 71.718 -170.267
132.615 72.810 -165.301
134.543 73.524 -171.939
136.500 73.352 179.891
138.486 72.816 171.598
140.500 71.976 161.350
142.544 70.674 149.000
144.617 69.639 131.765
146.721 69.204 97.069
148.855 68.793 39.617
151.020 70.560 -16.360
153.217 71.876 -61.507
155.445 71.998 -93.179
157.706 71.333 -119.415
160.000 69.151 -139.205
162.327 66.369 -149.672
164.688 63.247 -153.134
167.084 61.588 -130.409
169.514 64.378 -137.380
171.980 63.039 -146.344
174.481 65.303 -145.402
177.019 67.492 -165.741
179.594 68.724 168.117
182.206 67.146 149.051
184.856 68.796 144.992
187.545 69.109 130.427
190.273 70.394 129.311
193.041 72.475 112.356
195.849 71.999 91.313
198.697 69.573 84.456
