* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 21:38:10
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 3.3 5 1.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 54.220 -61.219
25.937 54.747 -49.102
26.314 55.960 -46.863
26.697 56.572 -50.606
27.085 56.425 -54.901
27.479 55.836 -56.294
27.879 55.373 -54.221
28.284 55.344 -51.805
28.696 55.399 -51.723
29.113 55.022 -52.490
29.537 54.218 -49.473
29.966 53.936 -40.131
30.402 55.038 -31.465
30.844 56.652 -31.148
31.293 57.679 -37.162
31.748 57.819 -45.100
32.210 57.155 -51.360
32.678 56.071 -53.272
33.154 55.129 -51.048
33.636 54.493 -48.203
34.125 53.687 -45.930
34.621 52.501 -40.704
35.125 51.580 -30.116
35.636 51.315 -18.557
36.154 51.007 -6.707
36.680 51.185 11.380
37.214 53.118 27.734
37.755 55.211 34.787
38.304 56.684 41.586
38.861 59.037 51.015
39.427 62.381 51.577
40.000 65.107 41.315
40.582 66.522 26.460
41.172 66.621 11.844
41.771 65.558 1.178
42.379 63.527 -1.446
42.995 61.387 12.956
43.620 62.993 38.034
44.255 66.720 41.512
44.898 69.008 30.672
45.552 69.509 18.287
46.214 68.883 12.812
46.886 68.724 15.899
47.568 69.593 17.289
48.260 70.277 14.337
48.962 70.563 12.092
49.674 70.878 11.366
50.397 71.278 11.221
51.130 71.907 11.807
51.874 72.852 10.822
52.628 73.734 7.923
53.394 74.722 5.181
54.170 76.153 -0.899
54.958 77.294 -13.827
55.758 77.352 -30.278
56.569 76.279 -44.506
57.391 74.697 -52.966
58.226 73.244 -57.458
59.073 71.831 -60.181
59.932 70.495 -60.262
60.804 69.466 -58.671
61.688 68.794 -56.512
62.586 68.588 -55.901
63.496 68.517 -59.927
64.420 67.887 -69.090
65.357 65.979 -79.773
66.307 62.759 -83.825
67.272 59.601 -76.691
68.250 57.289 -65.158
69.243 55.535 -51.321
70.250 54.443 -36.670
71.272 53.807 -22.491
72.309 53.681 -8.359
73.360 54.103 3.037
74.427 54.680 11.649
75.510 55.473 17.639
76.608 56.370 20.054
77.723 57.242 17.677
78.853 57.691 9.332
80.000 57.080 -4.766
81.164 54.655 -19.862
82.344 50.516 -27.677
83.542 45.161 -22.439
84.757 40.765 12.122
85.990 42.524 40.968
87.241 44.449 43.326
88.510 45.576 33.618
89.797 46.061 15.841
91.103 46.575 -6.021
92.428 47.340 -28.549
93.773 48.084 -45.721
95.137 49.143 -57.781
96.520 49.240 -70.199
97.924 47.702 -72.512
99.349 45.131 -52.614
100.794 48.068 -7.269
102.260 54.742 3.872
103.747 59.744 -7.034
105.256 62.463 -27.362
106.787 62.659 -48.572
108.340 60.612 -60.661
109.916 57.407 -55.041
111.515 56.266 -37.432
113.137 54.738 3.107
114.783 61.686 26.773
116.452 66.596 16.037
118.146 68.266 -9.302
119.865 66.201 -19.908
121.608 65.286 -13.124
123.377 65.906 -9.372
125.171 65.708 -9.301
126.992 66.015 -8.772
128.839 64.922 -13.238
130.713 63.097 -3.060
132.615 63.644 11.475
134.543 64.494 10.903
136.500 63.597 9.098
138.486 62.212 16.938
140.500 62.639 30.648
142.544 64.416 21.670
144.617 62.399 6.405
146.721 60.163 1.156
148.855 59.919 -18.261
151.020 60.696 -69.031
153.217 62.082 -122.492
155.445 63.051 -150.650
157.706 63.229 -169.263
160.000 62.396 -163.690
162.327 64.161 -158.672
164.688 65.755 -161.579
167.084 66.277 -174.056
169.514 64.151 168.766
171.980 57.807 164.127
174.481 47.460 -112.710
177.019 59.311 -67.885
179.594 64.457 -69.386
182.206 66.822 -93.081
184.856 62.342 -104.182
187.545 60.547 -57.876
190.273 65.783 -47.993
193.041 66.674 -61.985
195.849 65.610 -73.327
198.697 61.189 -72.157
