* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 19:43:57
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 2.5 -0.5 1.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 56.975 -104.427
25.937 56.968 -105.161
26.314 57.222 -106.950
26.697 57.422 -110.353
27.085 57.371 -114.154
27.479 57.113 -116.744
27.879 56.891 -117.571
28.284 56.897 -117.968
28.696 57.014 -119.733
29.113 56.913 -122.935
29.537 56.391 -125.424
29.966 55.656 -124.207
30.402 55.377 -118.817
30.844 55.963 -114.252
31.293 56.813 -114.766
31.748 57.259 -118.987
32.210 57.125 -123.801
32.678 56.554 -127.021
33.154 55.716 -128.191
33.636 54.570 -126.972
34.125 53.113 -120.371
34.621 52.231 -105.787
35.125 52.670 -90.836
35.636 53.274 -78.670
36.154 54.317 -60.819
36.680 57.366 -45.598
37.214 60.731 -43.820
37.755 63.079 -46.775
38.304 65.061 -46.699
38.861 67.928 -46.884
39.427 71.226 -55.460
40.000 73.861 -72.053
40.582 75.427 -92.309
41.172 75.933 -112.788
41.771 75.557 -130.803
42.379 74.650 -144.561
42.995 73.638 -154.301
43.620 72.659 -161.815
44.255 71.621 -167.466
44.898 70.645 -170.757
45.552 69.874 -173.206
46.214 69.034 -175.902
46.886 67.973 -176.674
47.568 67.079 -174.342
48.260 66.547 -171.319
48.962 66.138 -168.333
49.674 65.892 -164.697
50.397 65.822 -161.374
51.130 65.768 -157.850
51.874 65.904 -153.145
52.628 66.360 -148.602
53.394 67.042 -144.271
54.170 68.263 -140.641
54.958 69.906 -142.468
55.758 71.052 -150.307
56.569 71.272 -159.092
57.391 70.963 -164.526
58.226 70.739 -167.102
59.073 70.651 -169.123
59.932 70.667 -170.689
60.804 70.876 -173.079
61.688 71.004 -177.343
62.586 70.973 177.964
63.496 70.974 171.279
64.420 70.349 159.886
65.357 68.096 148.451
66.307 64.164 148.519
67.272 60.699 170.211
68.250 60.651 -158.517
69.243 63.088 -140.313
70.250 65.351 -135.028
71.272 66.869 -134.101
72.309 67.972 -133.353
73.360 69.027 -132.749
74.427 70.024 -133.119
75.510 70.939 -134.140
76.608 71.789 -135.739
77.723 72.608 -137.850
78.853 73.405 -141.090
80.000 74.007 -145.899
81.164 74.188 -150.868
82.344 74.133 -153.476
83.542 74.250 -154.383
84.757 74.564 -155.656
85.990 74.863 -158.028
87.241 75.018 -160.767
88.510 75.006 -162.977
89.797 74.959 -163.796
91.103 75.065 -163.358
92.428 75.492 -163.388
93.773 75.919 -165.616
95.137 76.063 -168.117
96.520 76.163 -168.767
97.924 76.512 -168.450
99.349 77.217 -168.489
100.794 78.181 -170.094
102.260 79.681 -174.592
103.747 81.092 172.300
105.256 81.340 153.807
106.787 80.158 136.849
108.340 78.507 126.540
109.916 76.884 117.943
111.515 74.840 110.902
113.137 72.205 107.414
114.783 69.103 117.368
116.452 69.980 139.420
118.146 72.605 127.098
119.865 71.675 104.683
121.608 69.016 83.482
123.377 62.694 60.665
125.171 49.260 101.160
126.992 55.144 160.668
128.839 55.557 161.967
130.713 51.294 172.518
132.615 53.728 -105.282
134.543 61.478 -106.342
136.500 64.672 -116.226
138.486 66.837 -123.886
140.500 68.836 -133.872
142.544 69.859 -148.517
144.617 70.468 -161.071
146.721 70.692 -175.540
148.855 70.513 163.138
151.020 68.103 139.128
153.217 64.427 133.102
155.445 64.010 129.603
157.706 64.654 96.827
160.000 62.673 43.492
162.327 60.104 -7.181
164.688 59.371 -34.877
167.084 61.301 -59.630
169.514 61.890 -91.059
171.980 59.842 -132.617
174.481 49.837 171.925
177.019 52.654 10.525
179.594 59.937 -25.649
182.206 62.431 -62.576
184.856 62.921 -97.831
187.545 61.213 -134.177
190.273 60.957 -177.210
193.041 61.907 124.915
195.849 62.616 68.550
198.697 61.475 28.322
