* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 19:36:31
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 3.5 -0.5 1
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 58.030 -80.959
25.937 58.096 -80.558
26.314 58.591 -81.136
26.697 59.175 -84.089
27.085 59.555 -88.651
27.479 59.652 -93.275
27.879 59.566 -96.788
28.284 59.472 -99.063
28.696 59.447 -100.908
29.113 59.392 -102.927
29.537 59.175 -104.365
29.966 58.899 -103.581
30.402 58.957 -100.416
30.844 59.592 -97.962
31.293 60.426 -99.118
31.748 60.961 -103.045
32.210 61.065 -106.965
32.678 61.034 -108.949
33.154 61.236 -110.272
33.636 61.530 -114.117
34.125 61.329 -120.835
34.621 60.186 -127.010
35.125 58.181 -126.570
35.636 56.436 -115.853
36.154 55.777 -102.340
36.680 55.153 -86.501
37.214 55.971 -59.939
37.755 59.362 -41.652
38.304 62.739 -35.130
38.861 66.130 -31.422
39.427 69.975 -34.193
40.000 73.472 -46.137
40.582 75.947 -63.699
41.172 77.297 -82.653
41.771 77.728 -99.414
42.379 77.788 -111.810
42.995 78.136 -122.075
43.620 78.624 -135.263
44.255 78.484 -152.022
44.898 77.186 -168.316
45.552 74.829 -177.202
46.214 72.912 -173.927
46.886 72.717 -170.480
47.568 72.480 -174.460
48.260 71.329 -177.289
48.962 70.132 -173.378
49.674 69.663 -166.107
50.397 69.879 -157.883
51.130 71.015 -151.530
51.874 72.479 -151.158
52.628 73.685 -153.880
53.394 74.989 -157.841
54.170 76.440 -166.735
54.958 77.275 178.279
55.758 76.916 161.075
56.569 75.391 147.189
57.391 73.384 140.044
58.226 71.488 137.214
59.073 69.436 137.669
59.932 67.500 144.272
60.804 66.130 156.186
61.688 66.040 173.448
62.586 67.835 -173.887
63.496 70.298 -172.649
64.420 72.191 177.577
65.357 72.593 162.672
66.307 71.595 150.892
67.272 70.186 145.870
68.250 68.996 144.439
69.243 67.975 144.437
70.250 67.041 144.897
71.272 66.049 145.857
72.309 64.940 147.974
73.360 63.836 152.385
74.427 62.941 157.805
75.510 62.051 163.267
76.608 60.836 169.362
77.723 59.001 -177.828
78.853 58.225 -148.972
80.000 61.579 -122.723
81.164 65.449 -120.008
82.344 67.843 -125.901
83.542 69.298 -133.208
84.757 70.135 -141.098
85.990 70.356 -148.594
87.241 70.212 -153.782
88.510 69.994 -158.065
89.797 69.451 -162.119
91.103 68.505 -163.286
92.428 67.724 -161.305
93.773 66.837 -158.962
95.137 65.851 -154.458
96.520 63.945 -147.710
97.924 61.880 -117.613
99.349 65.735 -78.944
100.794 71.482 -75.189
102.260 75.502 -84.203
103.747 78.532 -101.079
105.256 80.047 -122.702
106.787 79.901 -143.973
108.340 78.680 -158.170
109.916 77.316 -167.456
111.515 75.795 -172.529
113.137 74.201 -177.104
114.783 71.176 -176.705
116.452 68.053 -141.709
118.146 74.659 -120.894
119.865 77.412 -143.399
121.608 77.396 -160.718
123.377 75.980 -174.154
125.171 74.128 -175.390
126.992 73.248 -172.793
128.839 72.815 -171.288
130.713 72.418 -171.125
132.615 72.026 -170.760
134.543 71.620 -171.236
136.500 70.913 -173.777
138.486 69.176 -172.832
140.500 67.205 -158.652
142.544 69.507 -131.953
144.617 72.585 -139.000
146.721 74.137 -151.067
148.855 73.906 -165.988
151.020 72.795 -172.136
153.217 72.542 -173.130
155.445 73.675 -179.834
157.706 73.514 157.083
160.000 70.744 141.058
162.327 68.509 136.946
164.688 66.817 122.658
167.084 62.601 118.922
169.514 61.300 126.842
171.980 62.101 131.121
174.481 65.236 115.096
177.019 67.767 81.713
179.594 69.410 45.208
182.206 69.402 9.514
184.856 69.091 -16.172
187.545 68.455 -37.142
190.273 67.502 -56.373
193.041 66.134 -71.657
195.849 64.178 -77.031
198.697 63.695 -85.477
