* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 20:33:53
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 2.5 1 2.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 56.938 -113.898
25.937 57.382 -115.703
26.314 57.934 -119.150
26.697 58.341 -124.105
27.085 58.478 -129.384
27.479 58.392 -133.712
27.879 58.256 -136.517
28.284 58.232 -138.408
28.696 58.313 -140.510
29.113 58.341 -143.153
29.537 58.207 -145.354
29.966 58.037 -145.830
30.402 58.119 -144.763
30.844 58.580 -144.363
31.293 59.158 -146.441
31.748 59.527 -150.501
32.210 59.578 -154.863
32.678 59.425 -158.235
33.154 59.229 -160.657
33.636 59.000 -162.902
34.125 58.615 -164.907
34.621 58.060 -165.613
35.125 57.493 -164.622
35.636 56.923 -162.757
36.154 56.117 -159.077
36.680 55.338 -149.848
37.214 55.602 -136.681
37.755 56.545 -126.921
38.304 57.351 -115.847
38.861 59.730 -100.117
39.427 63.845 -96.519
40.000 67.386 -107.313
40.582 69.604 -124.210
41.172 70.593 -142.105
41.771 70.633 -157.672
42.379 70.183 -169.056
42.995 69.733 -177.179
43.620 69.323 175.491
44.255 68.721 168.950
44.898 68.032 164.675
45.552 67.537 161.531
46.214 67.000 157.448
46.886 66.040 154.536
47.568 65.021 156.521
48.260 64.704 161.264
48.962 64.867 163.874
49.674 65.025 165.153
50.397 65.287 166.417
51.130 65.702 166.561
51.874 66.075 165.441
52.628 66.399 164.277
53.394 66.922 162.706
54.170 67.580 157.816
54.958 67.753 148.720
55.758 66.903 138.842
56.569 65.036 133.967
57.391 62.949 139.195
58.226 62.054 152.604
59.073 62.683 164.482
59.932 63.919 170.401
60.804 65.185 171.176
61.688 66.097 167.999
62.586 66.445 163.607
63.496 66.381 160.091
64.420 65.985 158.116
65.357 65.404 159.672
66.307 65.197 164.849
67.272 65.551 170.228
68.250 66.233 174.476
69.243 67.215 177.238
70.250 68.332 177.121
71.272 69.265 174.754
72.309 69.996 171.660
73.360 70.588 168.166
74.427 71.053 164.546
75.510 71.453 160.879
76.608 71.783 156.753
77.723 71.973 152.263
78.853 71.965 147.673
80.000 71.681 144.223
81.164 71.407 143.631
82.344 71.552 144.177
83.542 72.025 142.946
84.757 72.517 139.034
85.990 72.757 132.737
87.241 72.519 125.422
88.510 71.798 119.030
89.797 70.655 114.847
91.103 69.338 114.269
92.428 67.859 115.694
93.773 65.730 125.497
95.137 65.688 150.704
96.520 68.578 164.340
97.924 71.429 163.718
99.349 73.384 156.027
100.794 74.619 147.744
102.260 75.846 139.239
103.747 77.299 125.101
105.256 77.547 100.717
106.787 75.206 76.925
108.340 70.969 65.862
109.916 66.175 77.058
111.515 65.605 111.022
113.137 68.422 118.838
114.783 70.064 112.919
116.452 70.588 102.694
118.146 69.570 90.681
119.865 67.796 93.159
121.608 69.032 100.166
123.377 70.812 80.567
125.171 69.425 53.298
126.992 66.108 28.181
128.839 61.812 4.029
130.713 56.507 -36.350
132.615 55.048 -90.428
134.543 56.689 -124.750
136.500 59.777 -129.435
138.486 62.694 -140.839
140.500 63.891 -151.809
142.544 63.532 -147.482
144.617 66.686 -143.860
146.721 68.829 -152.878
148.855 69.381 -164.348
151.020 69.891 -166.065
153.217 71.548 -171.887
155.445 72.919 170.887
157.706 72.001 145.846
160.000 68.251 128.178
162.327 62.570 135.380
164.688 61.471 168.998
167.084 61.914 178.703
169.514 60.945 -167.256
171.980 63.114 -135.673
174.481 66.230 -133.338
177.019 68.349 -127.006
179.594 72.254 -128.190
182.206 75.509 -149.132
184.856 75.405 -172.307
187.545 75.526 170.116
190.273 73.987 140.867
193.041 68.747 110.166
195.849 53.693 77.859
198.697 61.250 -89.467
