* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 21:11:20
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 1.5 3.5 2
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 52.049 -110.229
25.937 53.664 -111.811
26.314 54.733 -116.464
26.697 55.284 -121.595
27.085 55.465 -125.595
27.479 55.485 -127.659
27.879 55.561 -127.930
28.284 55.822 -127.325
28.696 56.267 -126.785
29.113 56.838 -126.850
29.537 57.469 -127.802
29.966 58.073 -129.777
30.402 58.543 -132.507
30.844 58.813 -135.101
31.293 58.959 -136.439
31.748 59.187 -136.259
32.210 59.632 -135.693
32.678 60.181 -135.865
33.154 60.677 -136.269
33.636 61.205 -135.795
34.125 61.983 -135.034
34.621 62.943 -135.757
35.125 63.785 -137.817
35.636 64.497 -139.120
36.154 65.468 -139.153
36.680 66.847 -140.861
37.214 68.201 -145.920
37.755 69.230 -151.828
38.304 70.267 -156.074
38.861 71.878 -161.192
39.427 73.766 -171.995
40.000 75.185 171.081
40.582 75.700 150.900
41.172 75.207 130.535
41.771 73.795 112.844
42.379 71.753 100.182
42.995 69.505 93.401
43.620 67.397 92.545
44.255 66.106 96.884
44.898 66.010 98.362
45.552 65.772 91.629
46.214 64.221 82.948
46.886 61.621 82.378
47.568 59.783 91.891
48.260 58.932 99.963
48.962 57.931 108.866
49.674 57.563 121.249
50.397 57.624 132.662
51.130 58.204 147.974
51.874 60.391 160.280
52.628 62.788 163.326
53.394 64.958 163.683
54.170 67.524 159.978
54.958 69.831 147.881
55.758 71.004 130.802
56.569 71.003 114.726
57.391 70.434 102.991
58.226 69.869 93.842
59.073 69.172 85.006
59.932 68.184 77.664
60.804 67.119 72.721
61.688 66.175 68.873
62.586 65.125 64.082
63.496 63.362 60.533
64.420 61.290 66.425
65.357 60.979 78.136
66.307 61.572 80.404
67.272 61.317 78.212
68.250 60.414 79.312
69.243 59.681 86.204
70.250 59.952 95.072
71.272 60.866 99.736
72.309 61.786 100.677
73.360 62.579 99.471
74.427 63.270 97.001
75.510 63.956 93.173
76.608 64.621 86.675
77.723 64.971 76.373
78.853 64.531 62.323
80.000 62.526 47.280
81.164 58.373 42.232
82.344 54.372 65.402
83.542 55.243 95.546
84.757 57.823 106.797
85.990 60.026 106.381
87.241 61.347 100.279
88.510 61.865 93.226
89.797 61.880 87.803
91.103 61.888 82.637
92.428 61.160 74.218
93.773 58.392 72.222
95.137 56.371 101.963
96.520 60.354 124.914
97.924 64.580 123.186
99.349 67.659 113.576
100.794 70.576 101.068
102.260 73.402 83.700
103.747 76.285 59.580
105.256 78.332 26.096
106.787 78.804 -10.174
108.340 78.200 -42.549
109.916 77.231 -71.132
111.515 75.994 -94.644
113.137 75.302 -114.173
114.783 75.071 -134.439
116.452 74.970 -159.894
118.146 72.688 167.419
119.865 67.977 158.596
121.608 66.112 165.645
123.377 66.196 166.907
125.171 66.651 163.296
126.992 66.996 150.956
128.839 66.464 134.814
130.713 64.340 116.176
132.615 59.480 101.411
134.543 53.478 130.918
136.500 55.207 147.268
138.486 51.712 133.879
140.500 45.857 -84.976
142.544 60.421 -111.338
144.617 63.493 -140.411
146.721 65.345 -161.784
148.855 65.078 163.863
151.020 60.280 103.291
153.217 60.544 -29.078
155.445 66.502 -86.539
157.706 68.531 -114.165
160.000 68.915 -133.911
162.327 67.997 -140.259
164.688 68.429 -138.639
167.084 69.587 -138.691
169.514 70.680 -145.911
171.980 71.472 -152.235
174.481 71.524 -165.297
177.019 69.539 -171.668
179.594 67.951 -156.378
182.206 70.454 -142.144
184.856 73.051 -147.802
187.545 74.237 -156.056
190.273 75.741 -169.656
193.041 74.975 171.267
195.849 72.778 166.123
198.697 71.757 170.561
