* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 19:31:01
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 1 -0.5 0.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 53.629 -88.698
25.937 53.677 -81.915
26.314 54.387 -80.775
26.697 54.779 -84.831
27.085 54.455 -90.385
27.479 53.409 -93.705
27.879 51.984 -91.282
28.284 50.974 -82.157
28.696 50.956 -70.726
29.113 51.606 -61.229
29.537 52.602 -53.323
29.966 54.026 -47.439
30.402 55.705 -45.752
30.844 57.149 -48.529
31.293 57.987 -53.572
31.748 58.104 -57.753
32.210 57.700 -57.134
32.678 57.701 -49.101
33.154 59.157 -39.598
33.636 61.423 -37.968
34.125 63.263 -43.846
34.621 64.159 -52.737
35.125 63.993 -59.457
35.636 63.267 -57.605
36.154 63.847 -46.689
36.680 66.129 -41.645
37.214 68.182 -46.297
37.755 69.351 -52.718
38.304 70.216 -55.598
38.861 71.734 -57.357
39.427 73.660 -64.533
40.000 75.088 -77.692
40.582 75.555 -93.163
41.172 74.986 -107.353
41.771 73.422 -116.310
42.379 71.331 -112.864
42.995 71.552 -94.727
43.620 74.689 -89.922
44.255 77.233 -102.112
44.898 78.138 -120.419
45.552 77.423 -137.144
46.214 75.685 -145.074
46.886 74.614 -143.096
47.568 74.664 -143.364
48.260 74.289 -147.568
48.962 73.374 -148.374
49.674 72.638 -145.191
50.397 72.013 -138.779
51.130 72.260 -126.175
51.874 74.104 -117.233
52.628 76.115 -115.506
53.394 78.248 -115.998
54.170 80.786 -122.525
54.958 82.795 -137.271
55.758 83.592 -155.657
56.569 83.240 -172.085
57.391 82.332 176.580
58.226 81.446 168.930
59.073 80.548 162.973
59.932 79.609 159.437
60.804 78.863 158.406
61.688 78.522 158.362
62.586 78.439 156.642
63.496 78.170 154.134
64.420 77.954 153.185
65.357 78.022 151.368
66.307 77.988 147.786
67.272 77.763 144.239
68.250 77.471 141.123
69.243 77.156 138.246
70.250 76.810 135.229
71.272 76.331 132.134
72.309 75.713 129.818
73.360 75.027 128.545
74.427 74.325 128.733
75.510 73.773 130.285
76.608 73.418 132.299
77.723 73.257 134.347
78.853 73.335 135.728
80.000 73.531 134.595
81.164 73.362 131.295
82.344 72.778 129.034
83.542 72.082 128.640
84.757 71.387 129.427
85.990 70.604 131.738
87.241 70.081 137.306
88.510 70.221 142.124
89.797 70.415 143.486
91.103 70.208 143.567
92.428 69.643 146.074
93.773 69.274 151.984
95.137 69.524 158.668
96.520 70.063 162.195
97.924 70.505 164.275
99.349 70.861 165.420
100.794 70.935 166.778
102.260 70.986 172.577
103.747 72.291 179.123
105.256 73.838 175.894
106.787 74.237 170.498
108.340 74.464 169.418
109.916 75.169 168.276
111.515 75.814 164.835
113.137 76.557 160.823
114.783 77.451 154.029
116.452 78.252 142.240
118.146 78.053 123.745
119.865 76.577 109.334
121.608 75.425 93.638
123.377 72.469 65.206
125.171 65.554 39.543
126.992 57.000 -20.633
128.839 62.231 -103.975
130.713 66.833 -129.743
132.615 69.189 -138.664
134.543 70.975 -145.739
136.500 72.617 -151.840
138.486 73.801 -162.104
140.500 73.792 -173.540
142.544 72.923 -176.437
144.617 73.214 -174.923
146.721 73.787 177.029
148.855 72.417 173.677
151.020 72.511 178.887
153.217 73.524 175.746
155.445 73.321 162.290
157.706 71.255 158.895
160.000 70.738 159.162
162.327 68.908 152.419
164.688 65.844 163.925
167.084 66.189 178.023
169.514 65.346 178.070
171.980 62.921 -157.390
174.481 66.881 -140.451
177.019 68.690 -149.634
179.594 67.190 -164.405
182.206 64.687 -126.937
184.856 68.007 -123.110
187.545 70.861 -118.598
190.273 72.985 -135.204
193.041 72.190 -148.061
195.849 70.948 -152.672
198.697 69.823 -148.577
