* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 19:15:52
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 1 0 0.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 54.106 -65.261
25.937 54.485 -61.948
26.314 55.034 -63.588
26.697 55.128 -68.271
27.085 54.586 -72.686
27.479 53.562 -73.649
27.879 52.566 -69.351
28.284 52.155 -61.756
28.696 52.285 -54.427
29.113 52.624 -47.488
29.537 53.329 -39.732
29.966 54.668 -33.686
30.402 56.269 -32.592
30.844 57.517 -35.906
31.293 58.104 -40.609
31.748 58.059 -43.445
32.210 57.733 -41.494
32.678 57.876 -34.383
33.154 59.009 -26.653
33.636 60.737 -23.560
34.125 62.341 -25.540
34.621 63.401 -30.024
35.125 63.841 -33.192
35.636 64.136 -31.565
36.154 65.235 -26.883
36.680 67.075 -26.303
37.214 68.683 -31.040
37.755 69.717 -36.282
38.304 70.685 -38.719
38.861 72.262 -41.485
39.427 74.066 -49.679
40.000 75.311 -63.071
40.582 75.618 -78.212
41.172 74.931 -91.680
41.771 73.315 -99.557
42.379 71.329 -94.872
42.995 71.788 -77.246
43.620 74.899 -73.706
44.255 77.343 -86.402
44.898 78.155 -104.993
45.552 77.323 -121.976
46.214 75.403 -129.798
46.886 74.204 -126.717
47.568 74.296 -126.176
48.260 73.934 -130.382
48.962 72.936 -131.024
49.674 72.150 -126.988
50.397 71.584 -119.839
51.130 71.906 -107.060
51.874 73.788 -98.162
52.628 75.814 -96.563
53.394 77.938 -97.222
54.170 80.445 -103.907
54.958 82.403 -118.795
55.758 83.126 -137.220
56.569 82.697 -153.489
57.391 81.743 -164.574
58.226 80.823 -172.197
59.073 79.858 -178.164
59.932 78.869 178.379
60.804 78.051 176.859
61.688 77.437 176.568
62.586 77.082 176.495
63.496 76.817 176.082
64.420 76.724 176.023
65.357 76.855 174.381
66.307 76.834 170.768
67.272 76.571 167.128
68.250 76.216 163.972
69.243 75.788 160.922
70.250 75.240 158.150
71.272 74.588 156.082
72.309 73.873 154.821
73.360 73.103 154.529
74.427 72.335 155.417
75.510 71.601 157.439
76.608 70.948 160.909
77.723 70.532 166.029
78.853 70.635 171.525
80.000 71.166 173.456
81.164 71.331 171.115
82.344 70.810 169.371
83.542 70.046 171.256
84.757 69.493 176.566
85.990 69.426 -176.286
87.241 70.069 -169.796
88.510 71.073 -168.422
89.797 71.677 -170.999
91.103 71.726 -173.975
92.428 71.515 -174.439
93.773 71.494 -173.235
95.137 71.718 -172.435
96.520 71.918 -173.240
97.924 71.984 -174.452
99.349 71.907 -176.146
100.794 71.588 -177.484
102.260 71.083 -176.959
103.747 70.813 -173.583
105.256 70.955 -171.373
106.787 70.923 -169.375
108.340 71.262 -165.548
109.916 72.156 -164.398
111.515 72.861 -167.520
113.137 73.377 -170.985
114.783 74.047 -176.077
116.452 74.700 174.154
118.146 74.366 158.357
119.865 73.014 147.476
121.608 72.107 134.959
123.377 69.706 111.941
125.171 64.410 95.532
126.992 57.067 74.538
128.839 49.942 -28.177
130.713 58.555 -81.416
132.615 63.407 -94.716
134.543 65.258 -108.135
136.500 66.979 -114.835
138.486 68.152 -127.918
140.500 67.584 -144.643
142.544 64.818 -150.089
144.617 63.651 -138.951
146.721 64.199 -145.022
148.855 58.493 -157.536
151.020 58.001 -63.008
153.217 66.627 -73.433
155.445 69.055 -94.927
157.706 69.919 -109.770
160.000 70.137 -129.750
162.327 68.164 -148.322
164.688 65.004 -152.676
167.084 63.169 -148.094
169.514 62.446 -147.560
171.980 58.558 -164.045
174.481 54.089 -103.794
177.019 59.343 -96.802
179.594 59.173 -120.358
182.206 56.477 -46.877
184.856 64.049 -68.620
187.545 66.758 -85.373
190.273 68.375 -110.641
193.041 67.193 -132.598
195.849 66.109 -143.733
198.697 64.716 -147.454
