* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 20:39:56
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 0.5 1 1.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 53.500 -121.459
25.937 53.656 -120.434
26.314 54.124 -122.564
26.697 54.382 -127.627
27.085 54.194 -133.470
27.479 53.606 -137.874
27.879 52.873 -139.627
28.284 52.265 -139.424
28.696 51.757 -138.862
29.113 51.078 -137.662
29.537 50.256 -132.670
29.966 50.116 -122.717
30.402 51.223 -114.698
30.844 52.663 -114.580
31.293 53.456 -120.018
31.748 53.293 -126.742
32.210 52.155 -130.627
32.678 50.376 -126.288
33.154 49.285 -109.669
33.636 50.491 -91.330
34.125 52.681 -83.948
34.621 54.289 -83.769
35.125 55.071 -83.361
35.636 55.773 -77.976
36.154 57.481 -71.487
36.680 59.681 -71.449
37.214 61.301 -76.223
37.755 62.311 -79.757
38.304 63.519 -80.060
38.861 65.378 -82.894
39.427 67.097 -91.811
40.000 67.967 -103.994
40.582 67.877 -114.810
41.172 67.099 -120.483
41.771 66.177 -117.419
42.379 66.673 -103.822
42.995 69.916 -96.706
43.620 73.363 -106.977
44.255 75.436 -126.990
44.898 75.860 -149.504
45.552 74.700 -168.175
46.214 72.757 -175.494
46.886 72.139 -173.630
47.568 72.626 -178.509
48.260 72.294 171.380
48.962 71.120 164.566
49.674 69.929 162.339
50.397 68.695 162.313
51.130 67.451 168.713
51.874 67.508 179.910
52.628 68.534 -172.765
53.394 70.126 -167.460
54.170 72.574 -168.949
54.958 74.669 179.164
55.758 75.518 162.261
56.569 75.155 146.646
57.391 74.181 135.786
58.226 73.174 128.459
59.073 72.101 122.955
59.932 71.005 120.279
60.804 70.187 119.958
61.688 69.766 119.968
62.586 69.518 118.253
63.496 69.086 116.481
64.420 68.948 116.347
65.357 69.234 112.972
66.307 69.158 105.647
67.272 68.544 98.251
68.250 67.715 92.083
69.243 66.804 86.252
70.250 65.772 80.455
71.272 64.663 74.835
72.309 63.594 68.686
73.360 62.560 60.538
74.427 61.544 49.619
75.510 60.788 35.112
76.608 60.741 15.900
77.723 61.762 -7.437
78.853 63.664 -32.844
80.000 65.512 -58.491
81.164 66.518 -80.691
82.344 66.793 -95.770
83.542 66.935 -103.570
84.757 67.354 -106.687
85.990 68.101 -107.794
87.241 69.172 -108.123
88.510 70.530 -109.782
89.797 71.830 -113.483
91.103 72.910 -117.886
92.428 73.857 -121.742
93.773 74.851 -125.337
95.137 75.873 -129.432
96.520 76.863 -134.260
97.924 77.774 -139.418
99.349 78.634 -144.812
100.794 79.532 -149.612
102.260 80.870 -155.409
103.747 82.398 -167.121
105.256 83.179 174.521
106.787 82.434 155.043
108.340 80.714 142.193
109.916 78.884 134.352
111.515 76.733 129.771
113.137 74.281 132.028
114.783 72.103 146.052
116.452 72.847 168.402
118.146 75.857 171.342
119.865 77.176 162.350
121.608 77.936 154.085
123.377 78.176 138.820
125.171 76.416 125.527
126.992 74.028 119.592
128.839 71.126 124.719
130.713 69.733 139.512
132.615 69.635 152.978
134.543 70.236 160.709
136.500 70.408 165.944
138.486 70.652 175.582
140.500 72.382 -174.444
142.544 74.648 -179.068
144.617 75.123 172.862
146.721 75.121 168.701
148.855 74.985 165.304
151.020 74.899 163.930
153.217 74.738 161.345
155.445 73.786 159.557
157.706 73.690 165.610
160.000 73.321 166.577
162.327 73.330 174.780
164.688 74.619 179.452
167.084 75.834 176.512
169.514 76.579 168.597
171.980 75.805 159.864
174.481 74.743 159.754
177.019 74.169 163.885
179.594 74.290 164.138
182.206 73.649 170.505
184.856 74.868 170.615
187.545 74.608 166.870
190.273 74.083 163.205
193.041 72.537 169.331
195.849 73.414 -175.624
198.697 74.975 -177.458
