* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 19:26:01
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 1 -0.5 0
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 54.017 -71.252
25.937 54.360 -66.969
26.314 54.999 -68.158
26.697 55.196 -73.150
27.085 54.704 -78.513
27.479 53.604 -80.834
27.879 52.345 -77.430
28.284 51.629 -69.110
28.696 51.648 -60.144
29.113 52.019 -52.097
29.537 52.748 -43.655
29.966 54.125 -36.750
30.402 55.846 -34.897
30.844 57.259 -38.008
31.293 57.990 -43.132
31.748 57.995 -46.814
32.210 57.576 -45.330
32.678 57.657 -37.171
33.154 59.048 -28.323
33.636 61.123 -26.362
34.125 62.850 -30.927
34.621 63.759 -38.174
35.125 63.756 -43.298
35.636 63.383 -40.847
36.154 64.209 -31.735
36.680 66.364 -28.164
37.214 68.266 -32.562
37.755 69.413 -38.023
38.304 70.415 -40.161
38.861 72.096 -42.334
39.427 74.047 -50.346
40.000 75.413 -63.869
40.582 75.816 -79.183
41.172 75.223 -92.854
41.771 73.698 -101.147
42.379 71.726 -97.152
42.995 72.122 -79.247
43.620 75.331 -75.192
44.255 77.890 -87.945
44.898 78.793 -106.707
45.552 78.061 -123.859
46.214 76.274 -132.164
46.886 75.130 -130.240
47.568 75.143 -130.312
48.260 74.756 -134.363
48.962 73.848 -135.013
49.674 73.155 -131.924
50.397 72.526 -126.195
51.130 72.600 -113.977
51.874 74.308 -104.115
52.628 76.299 -101.452
53.394 78.439 -101.037
54.170 81.041 -106.631
54.958 83.152 -120.734
55.758 84.052 -138.697
56.569 83.806 -154.816
57.391 83.016 -166.057
58.226 82.220 -173.888
59.073 81.382 -179.918
59.932 80.564 176.359
60.804 79.888 173.940
61.688 79.283 172.754
62.586 78.915 172.718
63.496 78.754 172.465
64.420 78.757 172.112
65.357 78.949 170.479
66.307 79.045 167.101
67.272 78.939 163.510
68.250 78.746 160.237
69.243 78.473 157.045
70.250 78.106 154.180
71.272 77.665 151.734
72.309 77.134 149.940
73.360 76.585 149.299
74.427 76.121 149.486
75.510 75.725 150.047
76.608 75.373 151.170
77.723 75.123 153.033
78.853 75.081 155.415
80.000 75.334 156.443
81.164 75.430 154.795
82.344 75.171 153.285
83.542 74.765 152.991
84.757 74.347 153.955
85.990 73.926 156.315
87.241 73.786 160.728
88.510 74.095 164.826
89.797 74.659 166.336
91.103 74.938 165.639
92.428 74.944 166.148
93.773 75.097 168.483
95.137 75.603 170.174
96.520 76.182 170.029
97.924 76.741 168.617
99.349 77.191 166.013
100.794 77.513 163.093
102.260 77.818 159.483
103.747 78.009 154.252
105.256 77.760 146.508
106.787 76.406 140.930
108.340 74.945 144.716
109.916 74.473 153.123
111.515 74.913 160.439
113.137 75.903 165.354
114.783 77.552 166.092
116.452 79.424 158.493
118.146 80.138 140.533
119.865 79.047 127.550
121.608 78.410 118.153
123.377 76.995 102.387
125.171 73.912 94.286
126.992 71.049 92.061
128.839 67.556 91.867
130.713 62.685 105.655
132.615 58.679 148.613
134.543 62.853 -175.389
136.500 66.063 -163.149
138.486 69.180 -165.167
140.500 70.617 -177.781
142.544 69.730 170.794
144.617 67.925 173.219
146.721 67.739 177.258
148.855 64.704 171.605
151.020 60.970 -121.013
153.217 70.478 -108.575
155.445 74.077 -124.905
157.706 75.824 -138.308
160.000 77.115 -155.618
162.327 76.600 -174.898
164.688 74.679 173.384
167.084 72.802 171.039
169.514 71.533 171.384
171.980 69.581 166.456
174.481 67.282 -172.299
177.019 69.581 -168.129
179.594 70.029 168.389
182.206 61.394 101.593
184.856 64.373 -55.931
187.545 71.299 -77.724
190.273 75.381 -104.938
193.041 75.456 -131.185
195.849 73.953 -146.918
198.697 71.994 -147.343
