* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 21:11:04
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 1 3.5 2
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 52.947 -63.553
25.937 54.306 -64.672
26.314 55.265 -68.359
26.697 55.796 -72.542
27.085 56.004 -75.739
27.479 56.079 -77.176
27.879 56.223 -77.038
28.284 56.540 -76.285
28.696 56.996 -75.779
29.113 57.509 -75.775
29.537 58.038 -76.183
29.966 58.564 -77.010
30.402 59.040 -78.261
30.844 59.413 -79.545
31.293 59.711 -80.171
31.748 60.060 -79.929
32.210 60.544 -79.563
32.678 61.072 -79.827
33.154 61.512 -80.217
33.636 61.938 -79.567
34.125 62.592 -78.163
34.621 63.481 -77.872
35.125 64.314 -79.131
35.636 64.996 -80.033
36.154 65.863 -79.518
36.680 67.154 -80.126
37.214 68.505 -84.115
37.755 69.537 -89.475
38.304 70.488 -93.326
38.861 71.976 -97.333
39.427 73.845 -106.630
40.000 75.336 -122.421
40.582 75.951 -141.991
41.172 75.569 -162.177
41.771 74.305 179.865
42.379 72.519 165.928
42.995 70.613 154.894
43.620 68.418 144.302
44.255 65.425 136.328
44.898 62.188 137.207
45.552 60.316 139.636
46.214 58.167 126.682
46.886 52.594 89.335
47.568 50.379 -6.540
48.260 56.504 -51.257
48.962 59.835 -64.968
49.674 62.042 -71.384
50.397 63.775 -74.127
51.130 65.642 -75.012
51.874 67.696 -78.215
52.628 69.482 -83.641
53.394 71.233 -89.045
54.170 73.271 -97.831
54.958 74.906 -113.026
55.758 75.429 -131.278
56.569 74.857 -147.105
57.391 73.837 -157.621
58.226 72.906 -165.195
59.073 71.861 -171.853
59.932 70.627 -176.143
60.804 69.442 -177.805
61.688 68.437 -177.888
62.586 67.494 -177.844
63.496 66.279 -175.598
64.420 65.563 -167.531
65.357 66.050 -161.787
66.307 66.478 -162.714
67.272 66.267 -164.931
68.250 65.712 -165.143
69.243 65.140 -162.778
70.250 64.852 -158.360
71.272 65.005 -154.225
72.309 65.330 -152.114
73.360 65.630 -151.171
74.427 65.943 -150.970
75.510 66.318 -151.614
76.608 66.791 -154.398
77.723 67.065 -160.734
78.853 66.702 -170.380
80.000 65.048 179.217
81.164 61.828 177.963
82.344 59.208 -164.987
83.542 59.232 -144.573
84.757 60.492 -132.731
85.990 61.996 -128.076
87.241 63.012 -130.307
88.510 63.134 -133.371
89.797 62.634 -133.602
91.103 62.341 -128.680
92.428 62.320 -125.161
93.773 61.842 -117.953
95.137 62.399 -102.318
96.520 64.910 -91.173
97.924 67.843 -89.827
99.349 70.478 -94.038
100.794 73.143 -100.595
102.260 76.071 -111.434
103.747 79.251 -130.010
105.256 81.604 -159.501
106.787 82.118 167.333
108.340 81.319 138.936
109.916 80.083 115.186
111.515 78.634 96.891
113.137 77.628 81.183
114.783 76.858 65.281
116.452 76.130 45.812
118.146 73.531 22.408
119.865 69.888 19.837
121.608 68.353 23.852
123.377 67.877 25.289
125.171 68.349 22.656
126.992 68.208 9.930
128.839 67.032 -5.209
130.713 64.148 -20.409
132.615 59.340 -29.553
134.543 54.066 -7.625
136.500 53.990 -1.017
138.486 51.728 -57.605
140.500 57.954 -148.490
142.544 63.692 162.700
144.617 65.608 136.316
146.721 66.766 112.742
148.855 64.330 84.210
151.020 49.908 60.063
153.217 63.891 -158.828
155.445 69.122 172.169
157.706 70.545 159.342
160.000 71.585 150.539
162.327 71.904 143.987
164.688 72.145 141.301
167.084 72.410 140.407
169.514 72.583 139.603
171.980 73.079 138.751
174.481 72.766 135.584
177.019 71.988 140.766
179.594 72.638 150.189
182.206 74.271 150.481
184.856 74.498 140.736
187.545 72.496 142.758
190.273 72.836 153.832
193.041 73.263 159.581
195.849 74.223 161.504
198.697 74.314 160.952
