* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 21:13:26
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 2.5 3.5 2.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 49.187 -121.048
25.937 51.538 -119.167
26.314 52.934 -123.500
26.697 53.530 -128.537
27.085 53.646 -131.802
27.479 53.640 -132.578
27.879 53.779 -131.747
28.284 54.096 -130.659
28.696 54.509 -129.706
29.113 55.028 -128.667
29.537 55.740 -128.080
29.966 56.580 -129.243
30.402 57.296 -132.603
30.844 57.642 -137.010
31.293 57.571 -140.229
31.748 57.327 -140.294
32.210 57.344 -137.353
32.678 57.796 -134.048
33.154 58.450 -131.778
33.636 59.181 -129.731
34.125 60.123 -127.934
34.621 61.218 -127.785
35.125 62.180 -129.034
35.636 63.009 -129.507
36.154 64.122 -128.784
36.680 65.647 -130.059
37.214 67.102 -134.924
37.755 68.176 -140.564
38.304 69.227 -144.223
38.861 70.866 -148.435
39.427 72.798 -158.212
40.000 74.258 -173.967
40.582 74.806 167.299
41.172 74.336 148.712
41.771 72.879 133.306
42.379 70.596 124.877
42.995 68.283 129.370
43.620 68.336 142.948
44.255 70.373 144.427
44.898 71.749 133.348
45.552 71.684 119.445
46.214 70.562 110.926
46.886 69.784 110.446
47.568 70.054 108.810
48.260 70.204 102.185
48.962 69.845 95.767
49.674 69.459 91.256
50.397 69.166 86.774
51.130 68.835 82.429
51.874 68.583 78.515
52.628 68.489 74.147
53.394 68.575 67.865
54.170 68.519 57.179
54.958 67.541 42.920
55.758 65.128 31.205
56.569 61.850 31.601
57.391 59.957 45.011
58.226 60.055 56.721
59.073 61.057 60.987
59.932 61.945 57.162
60.804 62.132 50.616
61.688 62.258 44.512
62.586 62.521 33.725
63.496 61.983 17.030
64.420 60.166 -0.503
65.357 57.425 -13.622
66.307 54.949 -21.757
67.272 53.543 -35.196
68.250 52.615 -61.488
69.243 52.410 -96.419
70.250 53.313 -129.544
71.272 54.637 -154.745
72.309 55.822 -172.534
73.360 56.892 174.218
74.427 57.739 162.409
75.510 58.354 151.965
76.608 58.896 140.259
77.723 58.839 125.340
78.853 57.663 107.897
80.000 54.256 88.844
81.164 44.759 79.831
82.344 44.597 -152.700
83.542 52.653 -151.953
84.757 56.802 -156.989
85.990 59.951 -166.654
87.241 62.310 179.534
88.510 63.864 162.455
89.797 64.760 143.402
91.103 65.032 119.932
92.428 64.197 90.353
93.773 61.889 53.166
95.137 58.699 7.104
96.520 58.054 -43.747
97.924 59.921 -83.013
99.349 62.093 -107.404
100.794 63.291 -128.215
102.260 62.871 -135.906
103.747 64.398 -127.996
105.256 67.752 -135.706
106.787 69.313 -152.682
108.340 69.653 -166.316
109.916 69.444 -175.006
111.515 69.611 179.670
113.137 69.434 175.737
114.783 70.179 177.060
116.452 72.328 171.103
118.146 73.472 147.721
119.865 71.480 128.112
121.608 68.979 121.429
123.377 67.054 127.469
125.171 67.060 131.547
126.992 67.134 127.643
128.839 65.969 122.684
130.713 65.073 120.928
132.615 62.885 118.275
134.543 60.107 130.247
136.500 60.465 153.033
138.486 60.783 161.706
140.500 62.196 179.615
142.544 65.624 -176.971
144.617 67.153 164.167
146.721 65.732 151.705
148.855 61.406 162.082
151.020 64.514 -158.530
153.217 68.953 -165.206
155.445 70.473 -179.585
157.706 70.960 173.598
160.000 72.111 164.048
162.327 72.030 150.594
164.688 71.304 138.454
167.084 68.843 133.781
169.514 68.940 143.615
171.980 68.814 130.883
174.481 66.262 128.621
177.019 63.687 146.041
179.594 65.354 168.597
182.206 68.690 172.574
184.856 70.521 159.792
187.545 70.970 150.783
190.273 71.324 135.355
193.041 69.827 129.212
195.849 69.559 119.851
198.697 67.907 108.255
