* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 21:45:17
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 4 6 0.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 58.325 -145.763
25.937 58.700 -137.390
26.314 59.869 -136.560
26.697 60.677 -141.712
27.085 60.828 -148.421
27.479 60.479 -153.418
27.879 60.039 -155.234
28.284 59.909 -155.276
28.696 60.051 -156.319
29.113 60.068 -158.919
29.537 59.744 -160.632
29.966 59.401 -158.626
30.402 59.721 -153.963
30.844 60.800 -152.180
31.293 61.913 -155.705
31.748 62.543 -162.339
32.210 62.602 -169.071
32.678 62.294 -173.582
33.154 61.972 -175.268
33.636 61.904 -175.630
34.125 62.019 -176.499
34.621 62.103 -177.938
35.125 62.116 -178.782
35.636 62.231 -178.505
36.154 62.613 -178.214
36.680 63.152 -179.362
37.214 63.607 178.233
37.755 63.975 176.215
38.304 64.567 174.917
38.861 65.562 171.414
39.427 66.548 163.178
40.000 66.982 150.944
40.582 66.583 137.490
41.172 65.372 125.673
41.771 63.569 117.349
42.379 61.305 112.804
42.995 58.278 114.761
43.620 55.628 135.375
44.255 57.052 157.927
44.898 59.101 159.152
45.552 59.471 154.040
46.214 58.816 153.454
46.886 58.361 158.087
47.568 58.177 162.523
48.260 57.710 169.368
48.962 57.879 -177.877
49.674 59.178 -166.815
50.397 60.846 -158.454
51.130 63.268 -152.978
51.874 65.839 -155.994
52.628 67.508 -163.176
53.394 68.761 -167.352
54.170 70.679 -172.116
54.958 72.560 175.608
55.758 73.383 159.315
56.569 73.208 145.337
57.391 72.768 135.948
58.226 72.503 128.242
59.073 72.186 120.507
59.932 71.755 113.804
60.804 71.410 108.174
61.688 71.227 101.887
62.586 70.942 93.740
63.496 70.347 84.817
64.420 69.474 75.217
65.357 67.936 64.405
66.307 65.207 57.081
67.272 61.881 61.782
68.250 59.874 78.628
69.243 60.008 95.241
70.250 60.977 102.740
71.272 61.542 105.516
72.309 61.996 108.789
73.360 62.755 110.825
74.427 63.532 110.304
75.510 64.281 108.379
76.608 65.074 104.513
77.723 65.827 97.653
78.853 66.191 87.160
80.000 65.785 75.465
81.164 64.706 66.434
82.344 63.521 62.461
83.542 63.062 61.353
84.757 63.372 56.781
85.990 63.918 46.305
87.241 64.275 30.336
88.510 64.432 11.148
89.797 64.479 -10.737
91.103 64.570 -32.186
92.428 65.166 -54.428
93.773 65.602 -77.537
95.137 65.802 -97.965
96.520 65.435 -115.351
97.924 64.404 -124.488
99.349 63.455 -121.030
100.794 64.505 -105.433
102.260 68.738 -97.154
103.747 73.611 -107.457
105.256 77.387 -134.010
106.787 78.712 -166.153
108.340 78.439 166.312
109.916 77.362 142.477
111.515 75.687 123.024
113.137 73.852 104.377
114.783 71.013 82.968
116.452 65.670 53.772
118.146 50.192 -104.260
119.865 63.810 -178.424
121.608 66.588 165.640
123.377 67.901 148.963
125.171 67.626 131.885
126.992 66.068 116.026
128.839 62.959 105.757
130.713 58.236 108.677
132.615 55.150 141.594
134.543 57.263 164.954
136.500 58.505 165.629
138.486 56.281 173.078
140.500 57.437 -151.885
142.544 62.089 -145.823
144.617 64.275 -154.824
146.721 65.343 -161.433
148.855 65.454 -164.833
151.020 66.534 -160.486
153.217 68.666 -169.765
155.445 68.634 173.522
157.706 66.964 171.083
160.000 67.742 172.926
162.327 68.474 160.562
164.688 66.955 144.125
167.084 63.483 137.608
169.514 59.479 148.941
171.980 59.065 -169.512
174.481 62.415 -165.388
177.019 63.704 -161.879
179.594 65.653 -168.863
182.206 65.359 -174.030
184.856 65.733 -176.508
187.545 65.925 179.301
190.273 65.658 172.825
193.041 65.034 169.958
195.849 64.461 169.286
198.697 64.559 166.062
