* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 22:10:31
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 2 7.5 2.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 59.041 -119.403
25.937 59.452 -110.604
26.314 60.775 -109.283
26.697 61.791 -114.542
27.085 62.124 -122.049
27.479 61.848 -128.442
27.879 61.277 -131.517
28.284 60.889 -131.269
28.696 60.932 -130.360
29.113 61.149 -131.167
29.537 61.161 -132.947
29.966 60.940 -133.175
30.402 60.852 -130.456
30.844 61.308 -126.731
31.293 62.176 -125.425
31.748 63.009 -127.160
32.210 63.546 -130.301
32.678 63.791 -132.915
33.154 63.920 -133.842
33.636 64.194 -133.185
34.125 64.743 -132.504
34.621 65.403 -133.205
35.125 65.909 -134.666
35.636 66.292 -134.843
36.154 66.962 -133.305
36.680 68.082 -133.126
37.214 69.205 -136.184
37.755 69.995 -139.790
38.304 70.829 -141.063
38.861 72.364 -143.001
39.427 74.217 -151.079
40.000 75.535 -165.316
40.582 75.882 177.816
41.172 75.185 161.790
41.771 73.521 149.879
42.379 71.091 146.388
42.995 69.081 158.735
43.620 70.451 175.660
44.255 73.187 174.066
44.898 74.624 161.076
45.552 74.448 147.504
46.214 73.339 141.361
46.886 72.894 142.905
47.568 73.355 141.677
48.260 73.503 137.079
48.962 73.377 134.398
49.674 73.487 133.028
50.397 73.724 131.505
51.130 74.186 130.718
51.874 75.073 128.753
52.628 76.195 124.143
53.394 77.508 115.944
54.170 78.639 101.786
54.958 78.848 82.801
55.758 77.732 63.927
56.569 75.571 51.364
57.391 73.452 47.441
58.226 71.960 46.373
59.073 70.544 46.608
59.932 69.464 51.650
60.804 69.682 58.723
61.688 71.022 58.354
62.586 72.166 48.635
63.496 72.504 33.364
64.420 71.753 14.964
65.357 69.501 -2.572
66.307 65.792 -11.197
67.272 62.092 -2.568
68.250 61.184 16.001
69.243 62.334 21.766
70.250 62.939 16.471
71.272 62.619 8.297
72.309 61.603 1.555
73.360 60.392 -2.292
74.427 59.132 -4.444
75.510 57.806 -3.715
76.608 56.846 2.686
77.723 57.691 11.499
78.853 59.934 8.484
80.000 61.687 -7.122
81.164 62.143 -28.300
82.344 61.618 -49.281
83.542 60.585 -71.673
84.757 58.583 -100.078
85.990 54.658 -141.618
87.241 51.835 143.290
88.510 57.339 78.258
89.797 61.938 40.432
91.103 64.583 14.841
92.428 66.313 -5.161
93.773 67.390 -19.741
95.137 68.216 -31.607
96.520 68.768 -37.141
97.924 70.239 -40.063
99.349 72.305 -46.448
100.794 74.035 -59.365
102.260 74.842 -70.754
103.747 75.969 -78.539
105.256 77.604 -92.979
106.787 77.303 -113.300
108.340 75.716 -118.731
109.916 75.992 -115.295
111.515 77.302 -120.623
113.137 78.213 -129.447
114.783 78.754 -141.783
116.452 78.694 -155.565
118.146 77.309 -168.745
119.865 75.492 -166.973
121.608 76.242 -163.623
123.377 76.912 -175.695
125.171 75.506 171.625
126.992 73.457 169.006
128.839 71.755 173.397
130.713 71.264 -178.429
132.615 71.320 -175.468
134.543 70.646 -173.912
136.500 70.326 -165.051
138.486 70.541 -157.994
140.500 71.273 -146.061
142.544 73.415 -140.223
144.617 76.108 -144.810
146.721 77.736 -153.433
148.855 79.186 -168.899
151.020 78.940 169.919
153.217 76.780 156.530
155.445 74.503 154.726
157.706 73.015 160.048
160.000 73.192 167.324
162.327 73.751 159.292
164.688 71.917 148.754
167.084 68.053 154.779
169.514 67.627 -175.469
171.980 69.748 -168.884
174.481 69.746 -161.390
177.019 72.279 -144.120
179.594 76.649 -154.745
182.206 77.694 -179.770
184.856 76.170 165.448
187.545 75.052 161.689
190.273 74.502 158.790
193.041 74.731 157.199
195.849 74.688 141.495
198.697 72.407 128.751
