* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 21:09:32
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 2 3.5 1.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 49.074 -1.899
25.937 51.389 1.198
26.314 52.675 -1.611
26.697 53.145 -4.659
27.085 53.167 -5.521
27.479 53.130 -3.796
27.879 53.266 -0.743
28.284 53.544 2.385
28.696 53.872 5.664
29.113 54.332 9.533
29.537 55.077 13.064
29.966 56.009 14.406
30.402 56.803 13.035
30.844 57.167 10.351
31.293 57.039 8.965
31.748 56.694 11.341
32.210 56.696 17.424
32.678 57.280 23.463
33.154 58.047 27.393
33.636 58.729 30.979
34.125 59.566 35.421
34.621 60.712 38.797
35.125 61.835 39.875
35.636 62.716 40.823
36.154 63.706 43.593
36.680 65.169 45.589
37.214 66.726 43.810
37.755 67.895 40.441
38.304 68.925 39.032
38.861 70.549 37.872
39.427 72.583 31.104
40.000 74.163 17.682
40.582 74.768 0.908
41.172 74.287 -15.654
41.771 72.805 -28.696
42.379 70.584 -34.864
42.995 68.272 -29.962
43.620 67.759 -14.888
44.255 69.478 -8.054
44.898 70.897 -14.721
45.552 70.847 -25.399
46.214 69.624 -30.674
46.886 68.749 -27.162
47.568 68.995 -24.905
48.260 69.083 -27.571
48.962 68.721 -29.570
49.674 68.416 -30.106
50.397 68.140 -30.947
51.130 67.824 -31.192
51.874 67.661 -31.212
52.628 67.600 -32.106
53.394 67.652 -34.345
54.170 67.656 -40.248
54.958 66.932 -49.939
55.758 64.949 -58.778
56.569 61.949 -59.227
57.391 59.408 -47.979
58.226 58.246 -33.271
59.073 58.165 -20.405
59.932 58.553 -13.853
60.804 58.532 -10.424
61.688 58.590 -7.488
62.586 58.545 -9.694
63.496 57.365 -15.624
64.420 54.421 -17.335
65.357 50.891 0.793
66.307 50.818 24.922
67.272 50.746 35.096
68.250 49.766 49.875
69.243 49.689 71.785
70.250 51.253 91.200
71.272 53.265 101.637
72.309 54.973 107.044
73.360 56.399 109.638
74.427 57.572 110.571
75.510 58.623 110.198
76.608 59.622 107.610
77.723 60.396 101.406
78.853 60.595 91.458
80.000 59.813 78.993
81.164 57.734 68.034
82.344 54.693 64.357
83.542 51.800 70.815
84.757 50.598 82.724
85.990 51.173 84.166
87.241 51.648 71.867
88.510 51.958 51.880
89.797 52.493 28.308
91.103 53.510 9.042
92.428 55.020 -4.698
93.773 56.694 -13.358
95.137 58.242 -20.828
96.520 59.378 -24.394
97.924 60.650 -26.487
99.349 61.945 -27.796
100.794 63.224 -33.175
102.260 63.406 -38.455
103.747 63.398 -37.451
105.256 64.229 -37.007
106.787 64.453 -42.816
108.340 63.740 -47.835
109.916 61.822 -50.910
111.515 58.547 -42.116
113.137 55.252 -4.325
114.783 60.804 40.016
116.452 67.176 36.818
118.146 70.202 7.936
119.865 68.773 -16.601
121.608 66.125 -29.055
123.377 61.845 -29.203
125.171 58.835 -7.400
126.992 58.589 11.503
128.839 58.208 24.010
130.713 58.492 33.531
132.615 58.009 37.529
134.543 56.481 41.131
136.500 54.574 53.765
138.486 53.320 62.322
140.500 52.647 63.461
142.544 53.348 -14.013
144.617 58.465 -104.143
146.721 61.653 -135.498
148.855 62.565 -144.656
151.020 63.780 -144.653
153.217 65.604 -144.752
155.445 66.809 -154.750
157.706 65.896 -158.840
160.000 66.565 -159.535
162.327 66.008 -169.381
164.688 64.706 -176.329
167.084 62.623 169.972
169.514 56.426 159.104
171.980 53.666 -172.783
174.481 51.414 172.736
177.019 49.959 159.368
179.594 54.165 126.785
182.206 58.220 100.363
184.856 59.176 84.549
187.545 63.179 94.205
190.273 66.976 69.982
193.041 66.624 45.548
195.849 63.451 27.243
198.697 59.553 33.677
