* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 21:10:04
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 3.5 3.5 1.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 48.627 100.513
25.937 50.773 110.101
26.314 52.075 111.164
26.697 52.525 111.335
27.085 52.566 113.753
27.479 52.656 118.355
27.879 52.930 123.140
28.284 53.178 127.299
28.696 53.278 132.264
29.113 53.495 139.503
29.537 54.233 147.324
29.966 55.370 152.044
30.402 56.371 152.722
30.844 56.834 151.331
31.293 56.658 150.992
31.748 56.075 154.882
32.210 55.755 164.239
32.678 56.250 174.944
33.154 57.172 -177.212
33.636 57.991 -170.914
34.125 58.849 -163.770
34.621 60.045 -157.129
35.125 61.315 -153.166
35.636 62.292 -150.150
36.154 63.221 -145.112
36.680 64.628 -139.804
37.214 66.264 -138.315
37.755 67.487 -139.177
38.304 68.418 -137.956
38.861 69.937 -135.280
39.427 72.001 -138.049
40.000 73.605 -148.055
40.582 74.114 -161.336
41.172 73.414 -173.437
41.771 71.668 179.834
42.379 69.271 -177.044
42.995 67.586 -157.545
43.620 69.586 -135.533
44.255 72.763 -134.373
44.898 74.387 -144.943
45.552 74.194 -155.627
46.214 72.963 -157.334
46.886 72.652 -150.144
47.568 73.424 -147.450
48.260 73.750 -149.367
48.962 73.645 -149.992
49.674 73.558 -149.440
50.397 73.415 -148.501
51.130 73.356 -146.213
51.874 73.571 -144.383
52.628 73.831 -143.914
53.394 74.226 -144.343
54.170 74.754 -148.681
54.958 74.699 -158.189
55.758 73.467 -168.900
56.569 71.195 -174.867
57.391 68.770 -174.088
58.226 66.451 -171.147
59.073 63.692 -164.281
59.932 61.258 -150.336
60.804 59.282 -133.685
61.688 57.949 -110.643
62.586 58.302 -87.436
63.496 59.829 -71.314
64.420 61.486 -67.151
65.357 61.763 -70.816
66.307 60.404 -72.577
67.272 58.305 -65.979
68.250 56.503 -51.946
69.243 55.471 -33.852
70.250 55.241 -16.466
71.272 55.235 -1.113
72.309 55.416 14.642
73.360 56.115 29.188
74.427 57.015 40.632
75.510 58.016 49.675
76.608 59.059 55.642
77.723 60.044 58.472
78.853 60.890 57.424
80.000 61.308 51.952
81.164 60.939 43.790
82.344 59.944 36.438
83.542 58.874 29.494
84.757 57.888 21.385
85.990 57.284 11.825
87.241 57.327 -0.487
88.510 57.807 -15.724
89.797 58.393 -32.522
91.103 58.530 -50.707
92.428 57.774 -67.557
93.773 56.115 -82.522
95.137 53.783 -91.484
96.520 52.525 -101.323
97.924 52.264 -116.517
99.349 54.404 -130.731
100.794 58.389 -142.675
102.260 62.813 -152.089
103.747 67.187 -164.485
105.256 70.296 178.057
106.787 71.522 160.947
108.340 71.278 150.882
109.916 70.510 147.922
111.515 69.096 152.506
113.137 68.005 167.086
114.783 68.345 -167.441
116.452 71.896 -149.155
118.146 75.184 -157.353
119.865 75.252 -169.182
121.608 74.243 -175.336
123.377 71.953 -177.787
125.171 69.105 -170.425
126.992 65.947 -154.780
128.839 63.605 -127.124
130.713 63.506 -97.844
132.615 64.099 -77.714
134.543 64.261 -65.485
136.500 63.162 -54.783
138.486 61.136 -38.516
140.500 57.596 -20.307
142.544 54.014 83.194
144.617 63.482 90.562
146.721 66.174 87.375
148.855 65.756 87.874
151.020 63.718 96.119
153.217 60.703 121.017
155.445 58.523 166.145
157.706 63.179 -149.373
160.000 67.042 -137.906
162.327 68.246 -142.848
164.688 66.560 -137.830
167.084 64.341 -121.674
169.514 62.519 -104.777
171.980 56.763 -60.824
174.481 60.077 -9.693
177.019 62.072 22.234
179.594 65.835 43.495
182.206 66.579 50.325
184.856 66.202 66.746
187.545 67.256 93.914
190.273 69.065 96.743
193.041 67.522 99.768
195.849 64.915 106.580
198.697 60.907 124.521
