* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 22:00:23
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 3 7 2
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 58.890 104.442
25.937 59.582 116.681
26.314 61.023 119.964
26.697 61.978 116.932
27.085 62.184 112.333
27.479 61.783 109.526
27.879 61.160 110.509
28.284 60.816 114.631
28.696 60.900 118.755
29.113 61.052 120.992
29.537 60.922 122.856
29.966 60.598 127.147
30.402 60.570 134.603
30.844 61.173 142.001
31.293 62.058 146.165
31.748 62.757 147.759
32.210 63.153 148.958
32.678 63.390 151.118
33.154 63.617 154.271
33.636 63.889 158.127
34.125 64.261 162.587
34.621 64.787 167.020
35.125 65.363 170.689
35.636 65.850 174.405
36.154 66.421 179.550
36.680 67.385 -175.361
37.214 68.526 -173.098
37.755 69.381 -172.312
38.304 70.136 -169.546
38.861 71.540 -166.431
39.427 73.378 -169.227
40.000 74.691 -178.791
40.582 74.926 168.932
41.172 74.038 158.316
41.771 72.293 153.053
42.379 70.111 155.651
42.995 68.184 170.550
43.620 69.082 -167.030
44.255 71.830 -161.603
44.898 73.309 -169.394
45.552 72.994 -177.733
46.214 71.745 -177.292
46.886 71.399 -169.409
47.568 71.829 -165.624
48.260 71.814 -164.054
48.962 71.694 -160.012
49.674 71.832 -155.701
50.397 71.962 -151.340
51.130 72.359 -145.696
51.874 73.201 -141.567
52.628 74.218 -140.117
53.394 75.387 -142.029
54.170 76.348 -149.603
54.958 76.375 -161.610
55.758 75.095 -172.926
56.569 72.909 -177.407
57.391 70.937 -174.387
58.226 69.414 -169.629
59.073 67.934 -162.930
59.932 66.779 -153.051
60.804 66.400 -140.969
61.688 67.067 -132.986
62.586 67.757 -133.057
63.496 67.819 -138.470
64.420 66.871 -147.448
65.357 64.406 -155.532
66.307 60.557 -154.237
67.272 56.896 -136.377
68.250 55.826 -110.583
69.243 56.508 -95.827
70.250 56.774 -90.903
71.272 56.143 -88.813
72.309 54.831 -84.548
73.360 53.463 -77.027
74.427 52.170 -67.562
75.510 51.136 -55.800
76.608 50.662 -41.242
77.723 51.660 -28.541
78.853 53.260 -26.983
80.000 54.173 -34.320
81.164 54.030 -44.772
82.344 53.208 -54.521
83.542 52.065 -65.170
84.757 50.192 -79.893
85.990 46.726 -100.479
87.241 41.545 -138.242
88.510 42.191 146.720
89.797 47.516 106.946
91.103 50.566 90.695
92.428 52.422 83.407
93.773 53.492 82.696
95.137 54.395 85.247
96.520 55.027 93.048
97.924 56.228 102.815
99.349 57.988 111.574
100.794 59.555 113.749
102.260 60.294 117.106
103.747 61.334 122.536
105.256 62.349 119.819
106.787 60.877 116.562
108.340 59.084 133.668
109.916 59.915 152.166
111.515 60.804 159.934
113.137 61.302 166.046
114.783 61.189 170.575
116.452 61.568 177.428
118.146 62.286 169.903
119.865 60.505 152.880
121.608 57.811 131.615
123.377 55.041 87.389
125.171 53.927 41.697
126.992 54.678 23.643
128.839 54.030 19.307
130.713 52.821 45.502
132.615 56.186 68.175
134.543 57.630 73.020
136.500 57.890 81.962
138.486 56.934 92.919
140.500 54.958 117.250
142.544 54.847 154.680
144.617 57.809 -172.150
146.721 60.206 -154.199
148.855 62.838 -144.488
151.020 62.904 -143.709
153.217 60.994 -129.058
155.445 59.685 -101.470
157.706 60.165 -68.933
160.000 61.729 -43.927
162.327 62.958 -24.553
164.688 63.645 -10.982
167.084 62.890 11.207
169.514 63.378 35.442
171.980 63.166 58.517
174.481 63.920 92.109
177.019 66.634 123.189
179.594 70.012 127.458
182.206 69.224 129.136
184.856 68.657 145.307
187.545 67.795 159.083
190.273 66.474 176.224
193.041 64.715 -161.287
195.849 64.527 -139.328
198.697 62.754 -120.835
