* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 19:32:18
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 3 -0.5 0.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 57.973 -43.216
25.937 57.929 -42.229
26.314 58.372 -42.079
26.697 58.947 -44.574
27.085 59.302 -48.996
27.479 59.323 -53.542
27.879 59.120 -56.662
28.284 58.929 -58.018
28.696 58.894 -58.720
29.113 58.899 -59.963
29.537 58.719 -61.156
29.966 58.385 -60.140
30.402 58.338 -55.950
30.844 58.982 -51.822
31.293 59.945 -51.733
31.748 60.613 -55.083
32.210 60.806 -58.727
32.678 60.841 -60.472
33.154 61.128 -61.767
33.636 61.505 -66.231
34.125 61.319 -74.479
34.621 60.016 -83.427
35.125 57.317 -87.003
35.636 53.852 -76.103
36.154 51.876 -50.093
36.680 51.923 -18.614
37.214 54.938 11.086
37.755 59.076 23.142
38.304 62.401 27.337
38.861 65.841 30.459
39.427 69.736 26.775
40.000 73.165 14.079
40.582 75.512 -3.649
41.172 76.722 -22.235
41.771 77.028 -38.190
42.379 77.000 -49.551
42.995 77.270 -58.848
43.620 77.636 -70.910
44.255 77.355 -85.868
44.898 76.006 -99.349
45.552 73.931 -105.050
46.214 72.570 -101.967
46.886 72.342 -101.033
47.568 71.780 -104.696
48.260 70.513 -105.578
48.962 69.386 -100.398
49.674 68.918 -92.428
50.397 69.154 -83.350
51.130 70.281 -76.740
51.874 71.634 -75.874
52.628 72.737 -77.684
53.394 73.955 -80.721
54.170 75.307 -88.683
54.958 76.026 -102.693
55.758 75.508 -118.736
56.569 73.797 -130.842
57.391 71.692 -135.525
58.226 69.793 -136.215
59.073 67.707 -133.700
59.932 65.754 -124.897
60.804 64.325 -109.883
61.688 64.653 -88.944
62.586 66.868 -76.761
63.496 69.356 -75.728
64.420 71.302 -84.932
65.357 71.761 -99.652
66.307 70.724 -111.333
67.272 69.250 -115.622
68.250 68.043 -116.528
69.243 66.921 -115.762
70.250 66.052 -114.247
71.272 65.108 -113.973
72.309 63.854 -112.383
73.360 62.632 -108.675
74.427 61.459 -104.064
75.510 60.411 -99.421
76.608 58.872 -97.780
77.723 55.455 -93.590
78.853 49.214 -52.558
80.000 55.820 7.694
81.164 61.271 5.772
82.344 63.730 -2.829
83.542 64.853 -10.862
84.757 65.014 -17.795
85.990 64.521 -20.358
87.241 64.014 -19.712
88.510 63.439 -17.476
89.797 62.610 -15.028
91.103 61.110 -6.789
92.428 60.351 9.837
93.773 60.926 28.306
95.137 62.316 40.434
96.520 63.348 53.106
97.924 65.583 67.432
99.349 68.757 75.959
100.794 72.474 74.623
102.260 75.687 63.103
103.747 77.736 42.885
105.256 77.955 20.135
106.787 76.647 0.813
108.340 74.395 -11.322
109.916 71.770 -19.203
111.515 68.225 -19.610
113.137 63.882 -16.358
114.783 53.735 47.946
116.452 67.541 106.335
118.146 74.540 81.615
119.865 75.852 50.063
121.608 74.947 30.882
123.377 72.760 18.265
125.171 70.523 18.009
126.992 68.585 21.569
128.839 67.248 32.108
130.713 66.958 42.568
132.615 67.750 52.201
134.543 68.483 47.665
136.500 67.664 39.553
138.486 65.027 40.787
140.500 62.898 59.538
142.544 66.110 91.566
144.617 69.400 83.999
146.721 71.958 66.820
148.855 72.019 39.321
151.020 69.611 12.489
153.217 64.270 -4.006
155.445 59.304 21.509
157.706 59.996 21.883
160.000 56.943 27.692
162.327 58.537 42.354
164.688 59.409 19.897
167.084 55.774 5.947
169.514 52.320 24.698
171.980 53.381 55.636
174.481 60.424 75.069
177.019 66.319 56.056
179.594 70.425 26.455
182.206 71.859 -10.014
184.856 70.421 -40.420
187.545 67.481 -53.532
190.273 65.460 -50.306
193.041 65.713 -44.024
195.849 66.920 -55.225
198.697 65.311 -69.210
