* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 22:07:55
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 2.5 7.5 1.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 58.905 -122.488
25.937 59.514 -113.504
26.314 60.968 -112.885
26.697 62.028 -118.822
27.085 62.381 -126.773
27.479 62.131 -133.434
27.879 61.608 -136.734
28.284 61.283 -136.844
28.696 61.376 -136.437
29.113 61.627 -137.741
29.537 61.680 -140.024
29.966 61.505 -141.001
30.402 61.410 -139.429
30.844 61.741 -136.790
31.293 62.419 -135.852
31.748 63.091 -137.272
32.210 63.538 -139.775
32.678 63.766 -141.767
33.154 63.927 -142.331
33.636 64.241 -141.660
34.125 64.810 -141.164
34.621 65.471 -142.071
35.125 65.976 -143.764
35.636 66.349 -144.268
36.154 66.976 -143.061
36.680 68.032 -142.981
37.214 69.107 -145.872
37.755 69.883 -149.173
38.304 70.753 -150.207
38.861 72.339 -152.269
39.427 74.205 -160.695
40.000 75.496 -175.234
40.582 75.792 167.730
41.172 75.029 151.750
41.771 73.311 140.216
42.379 70.906 137.314
42.995 69.003 149.375
43.620 70.279 165.636
44.255 72.925 164.517
44.898 74.368 152.088
45.552 74.243 138.914
46.214 73.221 132.921
46.886 72.854 134.222
47.568 73.351 132.753
48.260 73.542 128.026
48.962 73.466 125.133
49.674 73.620 123.574
50.397 73.927 121.826
51.130 74.451 120.477
51.874 75.349 117.975
52.628 76.501 113.026
53.394 77.864 104.185
54.170 78.993 89.204
54.958 79.166 69.631
55.758 78.039 50.448
56.569 75.941 37.533
57.391 73.925 32.553
58.226 72.466 29.967
59.073 71.110 28.531
59.932 70.074 29.780
60.804 69.662 31.727
61.688 69.921 31.181
62.586 70.402 24.630
63.496 70.382 12.389
64.420 69.373 -3.022
65.357 67.006 -17.225
66.307 63.459 -22.859
67.272 60.115 -14.633
68.250 58.712 0.809
69.243 58.941 9.664
70.250 59.122 9.963
71.272 58.544 7.599
72.309 57.475 8.351
73.360 56.660 12.559
74.427 56.319 18.147
75.510 56.683 23.382
76.608 57.800 24.798
77.723 59.299 18.593
78.853 60.382 4.206
80.000 60.536 -15.047
81.164 59.736 -35.014
82.344 58.445 -53.363
83.542 57.016 -72.114
84.757 55.196 -92.857
85.990 52.644 -113.382
87.241 49.775 -130.866
88.510 46.017 -150.751
89.797 39.229 -167.002
91.103 26.960 72.777
92.428 42.369 7.802
93.773 48.975 -4.915
95.137 53.194 -17.119
96.520 57.116 -25.637
97.924 60.706 -39.834
99.349 63.710 -56.669
100.794 65.693 -77.962
102.260 66.236 -97.469
103.747 65.725 -111.038
105.256 65.123 -113.777
106.787 65.327 -111.088
108.340 67.303 -106.121
109.916 70.135 -113.721
111.515 71.715 -129.524
113.137 72.693 -142.129
114.783 73.624 -157.977
116.452 73.917 -176.719
118.146 73.056 163.615
119.865 71.337 149.104
121.608 69.524 137.145
123.377 66.576 125.124
125.171 62.338 126.235
126.992 59.042 144.887
128.839 59.191 170.745
130.713 59.629 168.049
132.615 55.537 -172.104
134.543 59.144 -132.170
136.500 63.384 -124.092
138.486 67.186 -127.300
140.500 70.467 -139.676
142.544 72.201 -164.587
144.617 71.478 171.191
146.721 68.592 155.771
148.855 64.045 157.037
151.020 64.204 -165.061
153.217 67.388 -167.247
155.445 68.099 -178.032
157.706 67.224 178.838
160.000 67.395 -179.617
162.327 68.019 -179.808
164.688 68.245 171.441
167.084 67.306 168.592
169.514 66.797 169.727
171.980 66.647 170.677
174.481 66.886 172.358
177.019 67.222 167.830
179.594 66.550 166.131
182.206 67.086 161.383
184.856 65.451 150.584
187.545 62.820 160.538
190.273 64.148 175.081
193.041 65.026 165.235
195.849 63.573 159.582
198.697 61.996 167.582
