* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 19:46:06
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 1.5 -0.5 2
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 57.176 -126.668
25.937 56.980 -127.548
26.314 57.090 -128.949
26.697 57.231 -131.892
27.085 57.177 -135.568
27.479 56.914 -138.534
27.879 56.609 -140.083
28.284 56.418 -140.996
28.696 56.257 -142.520
29.113 55.865 -144.450
29.537 55.126 -144.367
29.966 54.468 -139.577
30.402 54.672 -132.216
30.844 55.658 -129.134
31.293 56.481 -132.006
31.748 56.617 -137.497
32.210 56.069 -142.090
32.678 55.124 -143.954
33.154 53.939 -143.712
33.636 52.115 -140.854
34.125 49.364 -125.656
34.621 49.121 -89.737
35.125 52.614 -67.495
35.636 55.852 -59.701
36.154 58.817 -55.840
36.680 61.716 -57.117
37.214 64.008 -62.824
37.755 65.582 -67.857
38.304 67.224 -68.804
38.861 69.815 -71.283
39.427 72.649 -81.948
40.000 74.753 -99.538
40.582 75.787 -120.056
41.172 75.741 -140.351
41.771 74.718 -157.776
42.379 72.924 -169.751
42.995 70.777 -173.184
43.620 69.468 -166.472
44.255 70.131 -160.351
44.898 71.279 -165.362
45.552 71.316 -176.727
46.214 69.984 174.523
46.886 68.299 175.704
47.568 67.852 -178.483
48.260 67.860 -177.640
48.962 67.380 -177.399
49.674 66.803 -174.394
50.397 66.226 -168.734
51.130 66.116 -157.239
51.874 67.483 -145.940
52.628 69.358 -141.164
53.394 71.430 -139.042
54.170 74.000 -142.905
54.958 76.128 -155.554
55.758 77.050 -172.386
56.569 76.815 172.484
57.391 76.043 162.302
58.226 75.340 155.533
59.073 74.689 149.885
59.932 74.058 145.426
60.804 73.524 141.264
61.688 72.955 136.668
62.586 72.300 131.684
63.496 71.426 125.150
64.420 69.728 117.276
65.357 66.556 114.841
66.307 63.085 131.571
67.272 62.821 158.378
68.250 64.467 174.694
69.243 66.407 -178.799
70.250 67.890 -178.585
71.272 68.765 179.801
72.309 69.343 179.093
73.360 69.951 178.719
74.427 70.574 177.885
75.510 71.245 176.335
76.608 71.865 173.402
77.723 72.378 169.684
78.853 72.825 164.403
80.000 72.863 157.082
81.164 72.276 150.844
82.344 71.496 148.248
83.542 71.008 147.495
84.757 70.719 145.028
85.990 70.058 140.299
87.241 68.739 135.999
88.510 66.777 134.594
89.797 64.305 138.267
91.103 61.557 148.103
92.428 57.615 167.672
93.773 56.863 -125.061
95.137 64.421 -100.574
96.520 69.085 -101.095
97.924 72.474 -105.401
99.349 75.104 -112.050
100.794 77.304 -118.942
102.260 79.540 -127.074
103.747 81.767 -141.208
105.256 82.779 -162.284
106.787 82.002 179.089
108.340 80.502 169.388
109.916 79.262 165.952
111.515 78.417 166.601
113.137 78.122 166.362
114.783 77.670 168.036
116.452 78.112 172.980
118.146 79.446 168.150
119.865 79.247 157.982
121.608 78.467 154.095
123.377 77.945 152.151
125.171 77.416 150.786
126.992 76.833 150.748
128.839 76.625 151.387
130.713 76.171 150.941
132.615 75.853 152.104
134.543 75.642 153.923
136.500 75.449 155.837
138.486 75.907 159.512
140.500 77.062 156.066
142.544 76.868 141.746
144.617 74.523 134.910
146.721 72.508 142.114
148.855 71.868 152.478
151.020 71.786 157.106
153.217 70.598 165.419
155.445 72.073 -175.282
157.706 74.306 179.429
160.000 74.920 173.603
162.327 74.918 163.490
164.688 73.140 154.027
167.084 69.471 161.169
169.514 69.028 -170.260
171.980 71.150 -152.626
174.481 73.874 -148.447
177.019 76.245 -150.179
179.594 78.279 -160.372
182.206 78.691 -176.073
184.856 78.588 176.575
187.545 78.422 161.033
190.273 75.795 148.220
193.041 73.142 159.148
195.849 73.750 163.113
198.697 72.722 156.230
