* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 19:46:50
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 2.8 -0.5 2
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 57.719 -107.498
25.937 57.618 -108.820
26.314 57.795 -110.551
26.697 58.018 -113.616
27.085 58.093 -117.396
27.479 58.003 -120.736
27.879 57.875 -123.071
28.284 57.826 -124.965
28.696 57.803 -127.360
29.113 57.609 -130.218
29.537 57.132 -131.914
29.966 56.595 -130.316
30.402 56.544 -125.772
30.844 57.193 -122.681
31.293 57.985 -124.063
31.748 58.376 -128.455
32.210 58.247 -132.973
32.678 57.811 -135.746
33.154 57.304 -137.219
33.636 56.597 -138.715
34.125 55.284 -138.725
34.621 53.431 -131.625
35.125 52.367 -114.719
35.636 52.662 -96.959
36.154 53.506 -78.426
36.680 55.980 -59.501
37.214 59.458 -52.231
37.755 62.251 -52.225
38.304 64.663 -51.428
38.861 67.764 -51.808
39.427 71.195 -60.197
40.000 73.979 -76.374
40.582 75.713 -96.328
41.172 76.392 -116.712
41.771 76.177 -134.838
42.379 75.411 -148.832
42.995 74.541 -158.863
43.620 73.723 -166.983
44.255 72.802 -173.790
44.898 71.828 -178.203
45.552 71.063 178.973
46.214 70.363 175.640
46.886 69.378 172.913
47.568 68.264 173.602
48.260 67.510 177.325
48.962 67.195 -178.619
49.674 67.126 -175.285
50.397 67.147 -172.706
51.130 67.174 -169.963
51.874 67.380 -166.453
52.628 67.854 -163.579
53.394 68.423 -161.568
54.170 69.233 -159.839
54.958 70.365 -161.141
55.758 71.223 -166.902
56.569 71.369 -173.596
57.391 71.084 -177.288
58.226 70.959 -178.153
59.073 71.106 -178.906
59.932 71.376 179.648
60.804 71.735 176.880
61.688 71.957 172.284
62.586 71.956 167.419
63.496 72.003 161.480
64.420 71.625 151.033
65.357 69.773 139.477
66.307 66.285 137.737
67.272 63.068 154.786
68.250 62.371 -178.348
69.243 64.146 -157.829
70.250 66.430 -149.473
71.272 68.202 -147.630
72.309 69.471 -147.187
73.360 70.650 -147.094
74.427 71.700 -148.234
75.510 72.632 -149.514
76.608 73.539 -151.410
77.723 74.357 -153.810
78.853 75.155 -156.729
80.000 75.856 -160.966
81.164 76.257 -165.708
82.344 76.476 -169.198
83.542 76.764 -171.894
84.757 77.122 -175.075
85.990 77.361 -179.321
87.241 77.333 176.528
88.510 77.101 173.427
89.797 76.740 172.372
91.103 76.610 173.716
92.428 76.847 174.649
93.773 77.096 174.390
95.137 77.244 174.651
96.520 77.525 176.401
97.924 78.109 178.429
99.349 79.023 179.680
100.794 80.175 179.713
102.260 81.960 177.438
103.747 83.906 166.731
105.256 84.905 148.642
106.787 84.309 130.287
108.340 83.041 118.574
109.916 81.824 109.246
111.515 80.257 101.267
113.137 78.281 96.042
114.783 75.826 99.624
116.452 75.678 115.000
118.146 77.527 108.407
119.865 76.811 92.729
121.608 74.763 78.736
123.377 69.786 70.222
125.171 65.575 106.691
126.992 67.970 125.264
128.839 68.723 124.782
130.713 67.992 121.702
132.615 65.368 126.544
134.543 64.382 156.053
136.500 66.911 172.421
138.486 69.063 176.675
140.500 71.232 177.480
142.544 73.001 169.769
144.617 73.643 160.662
146.721 74.061 153.055
148.855 74.544 139.963
151.020 73.278 121.044
153.217 70.414 112.435
155.445 68.687 110.371
157.706 67.586 86.776
160.000 62.482 26.796
162.327 62.370 -68.534
164.688 65.241 -100.455
167.084 68.616 -110.450
169.514 70.427 -123.745
171.980 71.148 -130.440
174.481 72.083 -134.155
177.019 72.883 -138.804
179.594 72.622 -142.616
182.206 73.841 -133.343
184.856 76.714 -141.933
187.545 77.915 -159.822
190.273 78.047 176.672
193.041 75.435 152.881
195.849 70.305 139.307
198.697 64.085 164.790
