* Measurement data saved by REW V5,14
* Source: Soundflower (2ch), no input selected, Left channel, volume: no control
* Format:  128k Log Swept Sine, 2 sweeps at -12,0 dB FS
* Dated: 02.01.2017 21:11:34
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 2 3.5 2
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 25.6 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
25.565 48.292 -158.874
25.937 50.802 -155.134
26.314 52.301 -159.611
26.697 52.882 -165.283
27.085 52.895 -169.042
27.479 52.756 -169.825
27.879 52.802 -168.597
28.284 53.083 -167.097
28.696 53.478 -165.820
29.113 53.997 -164.375
29.537 54.767 -163.390
29.966 55.712 -164.555
30.402 56.520 -168.452
30.844 56.898 -173.724
31.293 56.783 -177.806
31.748 56.433 -178.348
32.210 56.356 -175.292
32.678 56.790 -171.684
33.154 57.466 -169.311
33.636 58.227 -167.274
34.125 59.216 -165.524
34.621 60.376 -165.579
35.125 61.398 -167.185
35.636 62.281 -168.068
36.154 63.449 -167.807
36.680 65.021 -169.606
37.214 66.515 -174.957
37.755 67.638 179.023
38.304 68.773 174.972
38.861 70.516 170.097
39.427 72.538 159.443
40.000 74.076 142.757
40.582 74.707 123.017
41.172 74.326 103.259
41.771 72.956 86.444
42.379 70.763 76.244
42.995 68.485 77.932
43.620 68.202 88.748
44.255 69.873 90.198
44.898 71.141 79.720
45.552 71.098 65.848
46.214 70.004 56.575
46.886 69.133 55.236
47.568 69.318 53.627
48.260 69.496 47.017
48.962 69.184 40.256
49.674 68.850 35.428
50.397 68.667 30.552
51.130 68.479 25.385
51.874 68.364 20.281
52.628 68.385 14.472
53.394 68.570 6.792
54.170 68.703 -5.232
54.958 68.083 -21.921
55.758 66.084 -39.122
56.569 62.636 -49.266
57.391 58.868 -44.195
58.226 57.004 -27.515
59.073 57.447 -14.505
59.932 58.502 -13.139
60.804 58.911 -17.470
61.688 59.205 -23.167
62.586 59.439 -35.482
63.496 58.432 -55.486
64.420 55.170 -78.248
65.357 48.316 -93.698
66.307 39.576 -57.008
67.272 38.467 -33.789
68.250 28.935 85.967
69.243 44.674 104.711
70.250 50.265 94.460
71.272 53.477 83.371
72.309 55.442 72.960
73.360 56.842 64.101
74.427 57.983 55.047
75.510 58.851 45.702
76.608 59.643 35.124
77.723 60.079 21.170
78.853 59.719 4.519
80.000 58.142 -13.305
81.164 54.756 -27.243
82.344 49.905 -25.421
83.542 46.077 -3.112
84.757 45.226 30.274
85.990 47.610 55.647
87.241 51.195 64.118
88.510 53.998 59.156
89.797 55.997 48.375
91.103 56.932 28.833
92.428 55.656 1.586
93.773 50.287 -38.728
95.137 44.765 -162.562
96.520 54.004 143.714
97.924 58.903 120.750
99.349 62.117 103.661
100.794 64.693 83.027
102.260 65.873 60.325
103.747 65.740 39.004
105.256 64.817 24.094
106.787 63.670 12.374
108.340 62.509 5.196
109.916 61.082 -3.216
111.515 58.984 -6.550
113.137 55.406 -4.394
114.783 54.285 47.710
116.452 62.348 55.767
118.146 66.314 21.200
119.865 65.400 -11.367
121.608 62.699 -35.874
123.377 55.942 -39.872
125.171 55.618 4.776
126.992 58.883 4.513
128.839 59.487 -2.225
130.713 60.003 -9.664
132.615 59.319 -19.824
134.543 57.643 -19.949
136.500 58.222 -8.990
138.486 60.016 -14.037
140.500 61.660 -27.652
142.544 61.107 -64.926
144.617 55.204 -77.556
146.721 53.227 -58.812
148.855 53.109 -93.118
151.020 49.208 -162.059
153.217 53.513 113.297
155.445 57.156 64.354
157.706 57.915 49.763
160.000 61.013 33.709
162.327 62.185 8.654
164.688 61.926 -15.429
167.084 58.517 -38.280
169.514 56.545 -17.215
171.980 56.998 -33.729
174.481 56.238 -21.585
177.019 59.956 -36.942
179.594 61.926 -83.355
182.206 62.336 -162.146
184.856 61.176 127.750
187.545 63.611 91.819
190.273 65.948 48.869
193.041 65.759 16.067
195.849 64.166 -5.238
198.697 63.715 -17.949
